date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2016/12/22,28092,25604,24131,23524,23374,23915,26454,30856,34078,35135,35398,34899,34327,33851,32728,32298,32327,33209,35337,35700,35647,35038,32931,29986
2016/12/23,27231,24975,23496,22776,22500,22996,25181,28874,31898,33735,34240,33709,32899,32381,31138,30285,30102,30766,32985,33432,33369,32678,30819,28420
2016/12/24,25917,23687,22110,21269,20773,20698,21166,22453,23980,26541,28371,28470,27822,27520,26986,26131,25856,26502,29464,30026,28886,27120,24869,23761
2016/12/25,22962,21851,20370,19196,18512,18380,18545,18946,19109,20404,22488,23715,23990,24026,23267,21636,21237,21856,24511,25670,26483,26911,26663,24985
2016/12/26,22696,20729,19511,18792,18574,18853,19817,21274,22442,24316,26125,26895,26690,26985,26434,25394,24851,25216,27775,28829,29574,29929,28842,26449
2016/12/27,24118,21924,20676,20126,20122,20660,22713,26071,29067,31446,32662,32555,32038,31950,31012,30070,29807,30546,32767,33216,33347,32974,30865,28092
2016/12/28,25407,22992,21601,20961,20807,21291,23242,26509,29384,31589,32653,32668,32157,32099,30976,30032,29877,30493,32627,33146,33197,32743,30756,27896
2016/12/29,25391,23130,21862,21252,21127,21642,23508,26666,29477,31688,32794,32663,32012,31855,30861,29912,29666,30436,32585,33207,33428,33016,31138,28283
2016/12/30,25582,23288,21967,21311,21119,21576,23392,26578,29337,31765,32963,32865,32106,31791,30749,29617,29322,29984,32150,32969,32987,32566,30813,28390
2016/12/31,25926,23679,22090,21152,20732,20794,21398,22600,24132,26716,28995,29453,28911,28763,28142,27152,26696,27334,30503,31592,30751,29061,26699,25452
2017/1/1,24401,23393,21909,20615,19628,19252,19351,19691,19600,20238,22001,23417,24064,24655,24680,23427,22972,23540,26259,27668,28683,29180,28618,26357
2017/1/2,27653,25598,24398,23780,23657,24335,26983,31816,34581,35414,35533,35407,35145,34889,33733,33114,32743,32689,33801,35786,36345,35573,32880,29812
2017/1/3,26347,24657,23882,23612,23467,24098,26602,30687,32919,34074,34355,33995,33639,33358,32250,31453,30889,30682,30784,33688,34917,34323,31833,29058
2017/1/4,26130,24570,23293,22615,22292,22100,22659,23635,24725,27086,28399,28306,27974,27906,27147,25954,25087,24709,24635,24884,26733,29226,27955,26459
2017/1/5,23330,21563,20403,19606,19306,19272,19522,19436,20389,22292,23646,24305,24397,24593,24244,23098,22363,22032,22179,22613,23947,26841,26717,24761
2017/1/6,25976,24698,23729,23415,23243,23753,25294,27700,29746,30959,31728,32469,33069,33291,32499,32097,32272,32419,32012,31450,31418,31650,30594,28217
2017/1/7,26689,25231,24075,23445,23085,22815,22707,23013,24436,26247,27738,28385,28687,28631,28035,26843,26234,25998,25906,26105,26407,26883,27309,25939
2017/1/8,28638,26969,25783,25164,24809,25131,26777,28697,31197,33525,34941,35752,36499,36762,36049,35153,34880,34727,34294,33754,33208,33519,33046,30749
2017/1/9,26679,25178,24095,23729,23539,23864,25583,27699,29156,30972,31788,32606,33368,33688,32796,31744,31459,31430,30997,30577,30866,31754,29437,27444
2017/1/10,23790,22473,21526,21044,20651,20589,20878,21318,21441,22811,24314,25050,25398,26034,25790,24686,24022,23845,23901,24800,27613,28173,26868,25179
2017/1/11,24594,23449,22498,22025,21562,21405,21451,21734,22264,24041,25137,25488,25554,25816,25439,24297,23553,23560,25710,27176,27859,27407,26086,24229
2017/1/12,28697,26702,25472,24981,24816,25507,28185,32933,35480,36591,37038,36861,36559,36569,35546,35054,34972,35484,37231,37590,37403,36414,34196,31555
2017/1/13,27809,25711,24333,23765,23704,24421,27034,31836,34619,35445,36050,35916,35512,35393,34207,33597,33316,33678,35646,36778,36702,36061,33806,31023
2017/1/14,28770,26558,25029,24220,23872,23890,24341,25915,27647,30303,32533,32852,32263,32193,31590,30336,29549,29567,31858,33480,34018,33936,32418,30070
2017/1/15,27627,25301,23640,22714,22347,22251,22617,23525,24293,26420,28842,29818,29728,30013,29842,28530,27879,27969,30356,32468,33681,33716,32628,29873
2017/1/16,27068,24922,23619,23176,22863,23788,27035,32351,36036,37265,37692,37161,36627,36550,35333,34814,34559,34907,36845,38147,38446,37607,34724,31226
2017/1/17,28706,26430,25148,24789,24733,25262,27948,32867,36082,37153,37865,37623,37166,36990,35643,35354,35329,35770,37866,39632,39797,38993,36134,32398
2017/1/18,29628,27299,25941,25542,25424,26017,28663,33897,37667,39131,39842,39868,39654,39484,38300,37796,37687,38115,39783,40939,41015,39736,36637,33068
2017/1/19,30076,27650,26275,25825,25649,26250,28889,33920,37527,38984,39986,40295,40133,40065,38851,38297,38119,38594,39898,40916,40900,39880,37090,33495
2017/1/20,30667,28269,26817,26223,26095,26604,29318,34257,37500,39114,40006,40116,39725,39293,37835,37048,36721,36795,38078,39120,38796,37945,35453,32611
2017/1/21,30075,27757,25975,25056,24438,24417,24875,26463,28265,31408,34112,34792,34356,34297,33333,31888,31102,31028,32638,34090,34712,34569,32963,30681
2017/1/22,28200,25768,24031,23079,22580,22696,22997,23847,24524,26586,29169,30246,30251,30627,30482,29252,28638,28435,30547,32702,33840,34178,32866,30048
2017/1/23,27029,25071,23793,23347,23349,24201,27475,32669,36248,37560,38449,38306,37793,37568,36288,35863,35490,35626,37127,38869,39168,38115,35277,31761
2017/1/24,29169,26829,25568,24972,24922,25463,28208,33259,36556,37739,38374,37969,37271,36802,35641,35021,34652,34742,36554,38643,38998,37982,35193,31729
2017/1/25,29068,26858,25638,25118,24948,25603,28437,33611,36926,38060,38585,38263,37604,37362,36139,35451,35190,35420,37102,39053,39214,38149,35507,32115
2017/1/26,29522,27313,26041,25476,25271,25958,28740,33642,36773,37957,38636,38473,38122,37866,36553,36146,36119,36543,37885,39252,39243,38144,35466,32174
2017/1/27,29537,27250,25869,25236,24997,25608,28248,33033,35985,37267,37990,38084,37803,37631,36232,35492,35188,35249,36203,37561,37393,36570,34319,31610
2017/1/28,29408,27207,25436,24624,24242,24065,24600,26096,27687,30275,32517,32724,32220,31970,31273,30175,29366,29131,30621,32659,33248,33188,31820,29759
2017/1/29,27404,25042,23361,22548,22224,22292,22587,23386,23972,26114,28400,29353,29205,29504,29300,27949,27180,27128,29145,31692,32955,33028,31632,29020
2017/1/30,26379,24350,23251,22869,22813,23610,26813,31867,34960,36057,36302,36148,35733,35501,34362,33739,33432,33443,34729,36706,37047,36175,33521,30238
2017/1/31,27848,25847,24613,24165,24065,24607,27360,32285,35016,35624,35741,35311,35025,34859,33713,33232,33016,32894,34101,36311,36661,36023,33281,30005
2017/2/1,23755,21649,20422,19846,19749,20450,22781,25922,28485,30812,32838,33448,33400,33486,32622,31811,31522,32181,34087,34713,34955,34572,32689,29723
2017/2/2,27587,25493,24283,23952,23845,24354,26908,31603,34002,34846,35139,35183,35500,35614,34413,33929,33568,33393,34282,36010,36299,35271,32830,29691
2017/2/3,26993,25217,24086,23766,23641,24300,26804,30704,32938,33906,34068,33773,33213,32803,31595,30996,30587,30406,30696,33562,34913,34123,31719,28894
2017/2/4,24699,23083,21821,21246,20954,20866,21194,21731,22055,23779,24957,25439,25503,25479,25149,24049,23276,22869,22962,23700,25991,29054,28096,25972
2017/2/5,22896,21355,20439,20097,20031,20676,23218,25770,28002,29426,30220,30612,30849,30735,29864,29196,28902,28772,28395,28495,29525,31115,29344,26891
2017/2/6,26764,25372,24440,24018,23946,24319,25782,28029,30164,31449,32172,32835,33527,33742,32837,32345,32141,32122,31924,31466,31040,30840,29895,27847
2017/2/7,24479,23088,22125,21445,21112,20924,20742,20508,21399,22844,24301,25198,25704,26214,26266,25405,24848,24606,24773,25234,25817,26833,28111,26862
2017/2/8,28800,26986,25712,25027,24779,24920,26536,28216,30792,33075,34564,35571,36465,37055,36581,35777,35661,35581,35184,34497,33973,34339,33857,31471
2017/2/9,26278,24997,23887,23368,22863,22606,22744,23188,23894,25938,27537,28324,28774,29246,28801,27831,27257,27070,26963,26966,27793,29477,27678,26013
2017/2/10,23626,22402,21779,21413,21458,22151,24718,28618,30079,31144,31848,32433,32997,33263,32306,31749,31804,31731,31337,31217,33351,32514,29432,26926
2017/2/11,22723,21626,21061,20975,21147,21752,24457,27785,29688,30737,31232,31473,31597,31433,30702,30125,29962,30398,32202,32897,32799,31282,28698,26180
2017/2/12,29451,27291,25785,24944,24513,24510,25230,26707,28626,31646,33761,34038,33473,33487,32709,31601,30801,31183,33269,34016,34447,34069,32632,30477
2017/2/13,25608,23767,22821,22381,22362,23173,26114,30926,33692,35068,35736,35528,35113,35017,33826,33159,32905,32765,33220,35615,36274,35551,32657,29483
2017/2/14,27336,25379,24265,23828,23847,24414,27050,31753,34211,35248,35347,34930,34412,34229,33034,32445,32282,32265,33021,35666,36287,35302,32625,29536
2017/2/15,27116,25220,24001,23632,23554,24239,26675,31263,33429,34363,34494,34133,33732,33571,32411,31863,31273,31050,31931,34921,35566,34784,32060,29107
2017/2/16,26993,25094,23982,23605,23600,24332,26832,31337,33500,34380,34589,34245,33836,33748,32645,32032,31709,31592,32150,34881,35648,35022,32415,29498
2017/2/17,27511,25694,24425,23959,23932,24572,27065,31365,33513,34595,34633,34273,33780,33430,32068,31212,30806,30681,31077,33858,34403,33902,31729,29278
2017/2/18,27535,25678,24164,23491,23122,23060,23551,24908,26339,29074,30651,30659,30140,30143,29416,28170,27382,27157,28099,30656,31475,31315,29845,27774
2017/2/19,25613,23594,22307,21624,21252,21268,21650,22142,22594,24774,26578,27335,27288,27564,27401,26123,25242,25003,25948,29001,30699,30768,29499,27240
2017/2/20,24792,23065,22109,21717,21771,22650,25705,30372,33015,34205,34474,34330,33876,33711,32547,31996,31565,31352,31665,34261,35293,34587,31832,28811
2017/2/21,26738,24899,23857,23471,23380,24025,26905,31238,33424,34363,34525,34023,33586,33377,32184,31536,31105,31082,31396,34363,35446,34674,32086,28985
2017/2/22,26910,25218,24122,23678,23665,24296,26797,31082,33198,34402,34466,34100,33646,33341,32331,31690,31205,31128,31579,34255,35081,34554,31921,28922
2017/2/23,27045,25077,23983,23564,23460,24156,26531,30736,32898,34002,34395,34462,34280,34250,33040,32408,32084,31967,32243,34529,35182,34535,31868,28989
2017/2/24,26892,25179,24028,23718,23693,24353,26696,30767,32962,34154,34403,34437,34109,33746,32466,31506,30910,30713,30664,33097,33826,33451,31039,28689
2017/2/25,27187,25573,24051,23346,22893,22791,23351,24495,26048,28855,30235,30329,29756,29580,28685,27620,26857,26520,26704,29180,30376,30352,29062,27107
2017/2/26,25140,23381,22165,21423,21063,21123,21534,22075,22572,24773,26441,27071,26794,26967,26660,25454,24911,24558,25317,28334,29975,30226,29303,27194
2017/2/27,24908,23186,22239,21812,21831,22556,25387,29019,31181,32998,33407,33348,33027,32941,31806,30981,30628,30439,30539,33097,34063,33510,30977,28142
2017/2/28,26415,24636,23670,23139,23088,23764,25980,29085,30921,32576,33003,33273,33043,32965,31818,30910,30425,30397,30424,32915,33887,33434,31094,28445
2017/3/1,27117,24766,23281,22719,22559,23189,25512,29200,32300,34788,36112,36202,35633,35525,34348,33413,33141,33694,35528,35991,36159,35633,33492,30433
2017/3/2,27736,25618,24320,23951,23711,24471,27015,31436,34101,34928,35339,35145,34805,34659,33422,32723,32463,32298,33216,34897,34823,34184,32046,29639
2017/3/3,27054,25225,24068,23665,23536,23971,26498,30366,32465,33571,34092,34284,34318,34089,33106,32357,31972,31951,32242,34185,34929,34000,31797,29386
2017/3/4,23883,22318,21483,21167,21195,21938,24929,28875,31046,32130,32136,32019,32064,31784,30638,29929,29513,29215,28744,28696,30553,32696,30130,27524
2017/3/5,25015,23547,22649,22339,22247,22720,24762,27435,29946,30890,31370,31645,31831,31721,30677,30071,29832,29559,29261,29317,29990,31776,29932,27290
2017/3/6,26782,25481,24225,23607,23236,22950,22654,23121,24929,27033,28767,29360,29680,29961,29133,27708,26808,26605,26678,26964,27488,27911,27432,25886
2017/3/7,25206,23707,22755,22256,22322,22805,24608,26837,28863,30697,31828,32508,33433,33913,33221,32522,32432,32528,32238,32048,31683,31481,31060,28976
2017/3/8,29358,27451,26115,25333,24997,25102,26732,28380,30877,33294,34958,36149,37164,37866,37376,36739,36723,36666,36271,35653,35095,35319,34820,32510
2017/3/9,24748,23412,22186,21459,21052,20925,21073,21168,21210,22680,24312,25222,25955,26606,26881,25980,25386,25300,25471,25687,26871,29148,28083,26372
2017/3/10,25601,24541,23766,23387,23158,23362,25143,28384,29829,30576,31193,31830,32462,32779,31872,31194,31107,31032,30530,30617,32867,32111,29419,26964
2017/3/11,24943,23587,22979,22672,22592,22986,25256,28699,30462,31568,31862,31981,32174,32059,30867,30064,29622,29929,31697,32137,31837,30702,28285,26207
2017/3/12,27823,25529,24001,23164,22770,22845,23228,24102,24958,27388,29501,30309,30060,30482,30355,29355,28819,29349,32064,33430,34475,34556,33090,30121
2017/3/13,23295,21972,21283,20957,21040,21829,24541,28425,31102,32515,33330,33675,33805,33347,32200,31590,31327,31367,31559,33232,34511,33561,30724,27892
2017/3/14,25928,24446,23396,23209,23055,23648,26116,29622,32171,33290,33838,33751,33669,33201,31868,31234,30786,30532,30470,32659,34362,33416,30809,27921
2017/3/15,25848,24214,23173,22844,22757,23453,25974,29265,31604,32426,32524,32276,32017,31644,30656,30115,29683,29475,29425,31679,33805,33164,30549,27769
2017/3/16,25842,24324,23345,23010,22906,23439,25669,28850,31307,32065,32142,32005,31929,31634,30665,30120,29833,29659,29597,31629,33647,32994,30588,27895
2017/3/17,26113,24447,23429,23071,23030,23619,25766,28699,30908,31986,32310,32100,31712,31525,30359,29417,28917,28611,28592,30635,32313,31734,29451,27042
2017/3/18,25394,23945,22761,22158,21757,21671,22087,22736,24493,26588,27708,27714,27368,27384,26623,25519,24778,24439,24526,26510,28649,28730,27264,25579
2017/3/19,23671,21989,20853,20250,19923,19881,20255,20258,21377,23154,24523,24907,24625,24628,24116,23010,22593,22304,22791,25150,27883,28189,27127,25272
2017/3/20,23265,21897,20993,20669,20808,21450,24001,26571,28866,30099,30792,30998,30921,30634,29608,28833,28365,28180,28121,30229,32565,31949,29376,26588
2017/3/21,25004,23470,22767,22523,22467,23134,25444,28405,30856,31992,32421,32435,32391,32265,31167,30564,30101,30026,29944,31968,33923,33089,30512,27630
2017/3/22,26014,24666,23606,23218,23079,23801,26128,29194,31561,32649,33124,33172,33101,32760,31754,31164,30932,30902,30836,32801,34655,33828,31114,28218
2017/3/23,26449,24968,24033,23637,23598,24242,26586,29686,32362,33463,33951,33841,33853,33613,32596,32003,31531,31363,31478,33333,35587,34591,31863,28896
2017/3/24,26987,25344,24401,23866,23854,24559,26919,30233,33188,34559,34966,34924,34539,34347,32924,32131,31708,31474,31490,33055,34897,34044,31660,29133
2017/3/25,27204,25431,23962,23341,23111,23084,23389,24109,26348,29210,30817,31219,31069,31175,30261,28894,27903,27616,27685,29436,31522,31477,29806,27742
2017/3/26,25472,23658,0,22277,21575,21409,21608,22092,22252,23735,25671,26645,26848,26988,26994,25849,24883,24415,24447,25250,28362,30708,29382,27223
2017/3/27,24840,23136,22143,21887,21849,22510,25383,29789,32380,33478,34391,34670,34678,34295,32974,32115,31550,31168,30695,30860,32967,34470,31745,29057
2017/3/28,26940,25083,23968,23654,23429,23887,26290,30447,32753,33743,33876,33355,32828,32396,31201,30440,29884,29668,29262,29404,31700,33808,31327,28722
2017/3/29,26746,24955,23858,23423,23309,23837,26147,30287,32371,33206,32974,32521,32313,31951,30874,30108,29700,29350,28867,29065,31169,33268,30717,28133
2017/3/30,26332,24634,23562,23094,22900,23380,25722,29671,31475,32103,32135,31883,31762,31316,30201,29585,29269,29034,28558,29027,31109,32701,30296,27782
2017/3/31,26230,24727,23581,23243,23034,23515,25835,29621,31490,32355,32500,32248,32023,31437,30151,29278,28976,28587,28249,28524,30115,31740,29589,27494
2017/4/1,27702,25348,23946,23349,23194,23664,25870,29496,32365,34619,35607,35420,34704,34632,33591,32725,32515,32958,34757,35291,35284,35201,33462,30539
2017/4/2,27676,25618,24102,23467,22839,22890,23451,24816,26301,28558,30435,30877,30617,30690,29801,28606,28087,27993,29146,30833,31181,30929,29492,27630
2017/4/3,27388,25420,23922,23277,23010,23006,23485,24381,25863,28683,30742,31361,31183,31290,30345,28916,27924,27518,27772,30162,31500,31448,29899,27802
2017/4/4,25705,24223,23387,22954,22791,23310,25633,29214,31285,32052,31962,32008,32125,31867,30730,30042,29774,29442,29119,29217,30808,32624,30106,27494
2017/4/5,25709,24200,23438,22895,22833,23361,25194,27627,29799,30701,30960,31391,31592,31592,30633,29983,29827,29750,29452,29496,30231,31779,29728,27159
2017/4/6,24391,22891,21879,21261,20892,20736,20467,20136,21051,22638,24180,25099,25530,26042,25801,24628,23856,23590,23701,24133,25108,26338,26935,25351
2017/4/7,27790,26347,25318,24718,24528,24758,26139,28193,30252,32133,33400,34027,34967,35276,34700,34016,34077,34027,33741,33369,32799,32462,31901,29713
2017/4/8,30277,28165,26676,25935,25614,25786,27323,28980,31513,33871,35549,36730,38050,38807,38280,37495,37322,37141,36652,36087,35358,35301,34588,32549
2017/4/9,24724,23436,22650,22218,22188,22736,24945,27592,29129,30965,32194,33191,34144,34525,33604,33074,33163,33230,32672,32117,32447,33593,31166,28801
2017/4/10,25629,24455,23714,23396,23301,23665,25415,28782,30643,31658,32332,32832,33584,33716,32780,32274,32193,32219,31782,31909,33961,33133,30039,27530
2017/4/11,24974,23652,22563,22024,21795,21690,22273,23054,24431,26512,27955,28313,28219,28345,27548,26239,25317,25235,26945,27979,28095,27793,26153,24288
2017/4/12,27301,25312,24226,23595,23616,24567,27758,32994,36086,37708,38285,38021,37658,37518,36407,35882,35808,36619,38496,38991,39240,38422,35619,31892
2017/4/13,24470,22966,21802,21163,20865,20747,21346,21857,22278,24124,25287,25722,25754,25729,25237,24166,23587,23221,23019,23164,24184,26247,25132,23734
2017/4/14,22623,21318,20223,19565,19310,19218,19627,19676,19770,21479,22802,23360,23217,23319,22967,21926,21440,21189,21022,21353,22577,24860,24373,23137
2017/4/15,22031,20773,19912,19416,19062,19144,19779,20370,21267,23207,24631,25034,25079,25201,24792,23830,23079,22899,22879,23215,24126,26451,25254,23481
2017/4/16,21995,20621,19487,19079,18797,18758,19016,18937,19305,21137,22553,23091,23144,23227,23100,21898,21299,21153,21050,21517,22891,25685,25083,23451
2017/4/17,21884,20305,19503,19110,19096,19382,20750,22268,23486,25270,25897,26185,26359,26583,26010,25025,24713,24662,24566,24784,25984,28462,26963,24565
2017/4/18,23050,21778,21040,20829,20841,21388,23668,26494,28415,29751,30276,30550,30829,30798,29927,29260,29090,29097,28819,28825,29822,31469,29060,26712
2017/4/19,25206,23743,22903,22660,22628,23010,25027,27661,29483,30502,31156,31371,31629,31500,30371,29609,29385,29382,29035,29098,30222,31633,29151,26703
2017/4/20,25353,23990,23066,22773,22766,23181,25336,27905,29752,30868,31348,31425,31547,31438,30371,29651,29428,29299,28855,28806,29786,32014,29691,27050
2017/4/21,25710,24134,23158,22795,22666,23216,25315,27811,29948,31189,31502,31550,31631,31444,30163,29315,29041,28870,28489,28322,28919,30956,29108,26945
2017/4/22,25538,24103,22879,22399,22124,22022,22421,22751,24299,26633,27984,28344,28300,28274,27572,26288,25390,25038,24715,24923,25752,28379,27255,25442
2017/4/23,23956,22368,21264,20636,20200,20059,20368,20121,20806,22782,24210,24800,25019,25238,24988,23825,23080,22724,22739,23315,24665,27200,26616,25176
2017/4/24,23498,21949,21249,20840,20590,21188,23466,25797,27684,28997,29373,29699,29861,29834,29082,28371,28171,28076,27764,27826,29048,30811,28788,26236
2017/4/25,24826,23523,22736,22431,22352,22793,24937,27855,29897,31059,31359,31416,31582,31532,30493,29877,29834,29781,29443,29638,30596,32050,29587,26962
2017/4/26,25550,24189,23402,22985,22754,23267,25354,28140,29817,30757,31229,31697,32063,32087,31005,30192,29925,29865,29476,29680,30600,32089,29835,27202
2017/4/27,25799,24343,23485,23163,23001,23462,25554,28163,30364,31577,32052,32283,32529,32318,31144,30480,30229,30139,29793,29845,30792,32360,30224,27506
2017/4/28,26023,24367,23446,23175,23009,23492,25518,28483,30878,31963,32371,32424,32630,32378,31132,30154,29621,29341,28959,28889,29594,31267,29647,27422
2017/4/29,25854,24247,22978,22303,21921,21830,22233,22717,24430,26852,28478,28731,28839,28764,28167,26832,25969,25544,25388,25628,26585,28632,27740,25887
2017/4/30,24120,22485,21249,20525,20100,20041,20255,20220,21171,23204,24914,25699,25983,26202,25853,24359,23631,23247,23219,23555,24610,26738,26441,24915
2017/5/1,28002,25528,24080,23359,23152,23560,25446,28714,31328,33618,34626,34604,33828,33404,32084,30853,30444,30464,31777,31865,31820,31717,30382,28466
2017/5/2,25564,23739,22473,21708,21337,21382,21719,22500,22874,24867,26967,27774,28021,28279,27898,26458,25724,25490,27087,29948,31242,31375,30329,27868
2017/5/3,25773,23843,22392,21633,21248,21220,21670,21886,22702,25001,26968,27832,27965,28149,27767,26399,25515,25187,25779,28600,30529,30796,29510,27253
2017/5/4,25606,24156,23175,22811,22693,23037,25334,29142,30997,31817,31927,31823,31879,31637,30536,29844,29487,29382,29042,29204,30897,32784,29995,27353
2017/5/5,25833,24476,23590,23119,23003,23451,25478,27831,29929,30960,31419,31606,31845,31700,30499,29636,29380,29092,28776,28737,29216,30750,29135,27030
2017/5/6,23803,22470,21621,21185,21262,21731,23402,25804,28022,29244,29892,30292,30625,31086,30503,29973,30040,30144,29971,29619,29888,30225,29664,27249
2017/5/7,28490,26892,25738,25255,25104,25508,26827,28963,30923,32891,34169,34697,35498,35876,35085,34298,34341,34317,33821,33460,33004,32702,32149,29908
2017/5/8,30606,28697,27200,26241,25521,25029,25099,25122,26329,28682,30588,31889,32793,33455,33362,32897,32469,32203,31878,31605,31453,32061,31670,29928
2017/5/9,27375,25898,24905,24508,24286,24661,26494,29006,30445,32227,33355,34475,35392,35982,35141,34618,34675,34659,34024,33318,33660,34564,31897,29271
2017/5/10,26119,24956,24071,23848,23647,24022,25999,29375,30863,31633,32111,32763,33492,33683,32684,32243,32325,32315,31919,32101,34060,33204,30095,27665
2017/5/11,22640,21386,20553,20035,19674,19772,20031,20418,20913,22735,24153,24807,24865,25264,25085,23931,23189,23245,25397,26955,27773,27580,26201,24427
2017/5/12,29221,27078,25920,25468,25416,26073,28833,33848,36805,38196,38534,38173,37492,37269,36004,35626,35478,36240,38094,38462,38397,37640,35396,32397
2017/5/13,25418,23956,22852,22245,21967,21770,21986,22288,24131,26408,27971,28198,28106,28150,27403,26040,25232,25043,24806,24912,25528,27185,26639,24979
2017/5/14,23243,21924,20778,20098,19705,19768,19850,19454,20642,22444,23960,24743,24932,25068,25004,23697,23155,22850,22877,23352,24258,26405,26821,25078
2017/5/15,23301,21924,20971,20604,20619,21151,23145,25432,27724,28873,29804,30358,30828,30994,30178,29512,29249,29235,28801,28838,29387,30576,29115,26647
2017/5/16,25363,24078,23230,22931,22845,23214,25084,27378,29519,30851,31466,31966,32231,32415,31398,30886,30757,30827,30405,30057,30315,31291,29838,27311
2017/5/17,25807,24433,23620,23294,23116,23498,25066,27399,29370,30646,31329,31708,32103,32030,31034,30512,30372,30335,30069,29837,30059,30889,29472,27129
2017/5/18,25690,24358,23399,23073,22952,23372,25122,27489,29649,30717,31177,31541,31986,31861,30631,30044,29820,29850,29555,29404,29555,30455,29299,26745
2017/5/19,25414,24078,23142,22763,22649,23056,24840,27375,29477,30572,30963,31287,31535,31512,30325,29324,29049,28946,28580,28437,28594,29315,28641,26434
2017/5/20,25312,23953,22825,22258,21853,21752,21768,22402,24095,26130,27506,27932,27990,27989,27304,26178,25572,25342,25229,25440,25651,26862,26744,24937
2017/5/21,23474,22144,21189,20562,20266,20109,20009,19935,21080,22845,24346,25132,25442,25750,25583,24418,23691,23488,23678,24155,25069,26334,26842,25139
2017/5/22,23525,22383,21619,21124,21163,21818,23948,26722,29111,30422,31049,31497,32003,32161,31222,30571,30476,30484,30064,29797,29990,30708,29510,26890
2017/5/23,25329,24077,23198,22960,22799,23216,25036,27497,29640,30870,31638,32250,32805,33003,32069,31450,31491,31503,31118,30851,30780,31330,30129,27520
2017/5/24,26053,24727,23826,23421,23315,23803,25425,27817,30057,31221,31967,32648,33289,33339,32374,31920,31986,32069,31697,31417,31135,31522,30396,27772
2017/5/25,26415,25034,24141,23810,23622,23950,25470,27837,30056,31575,32467,33184,33820,33991,33104,32609,32724,32855,32304,31816,31591,31854,30641,28262
2017/5/26,26882,25467,24463,24058,23807,24214,25593,27991,30317,31901,32733,33371,34003,33995,32791,32013,31924,31912,31447,30943,30613,30931,29817,27903
2017/5/27,26740,25153,24032,23446,22984,22694,22599,22894,24807,27041,28596,29102,29440,29661,29055,27883,27190,27078,27047,27012,27246,28341,27862,26021
2017/5/28,24471,23166,22072,21411,21041,20839,20504,20355,21432,23150,24756,25433,25880,26186,26094,24910,24066,23818,24002,24439,25220,27085,27467,25629
2017/5/29,23807,22565,21794,21438,21468,22049,24114,26921,29403,30974,31817,32151,32651,32640,31584,30870,30796,30768,30435,30156,30108,30667,29518,27136
2017/5/30,25818,24425,23571,23271,23123,23412,25034,27527,29774,31031,31826,32264,32808,32742,31730,30895,30826,30925,30495,30213,30081,30468,29498,27143
2017/5/31,25653,24313,23453,23092,22969,23210,24865,27216,29511,30904,31898,32358,32735,32793,31965,31473,31648,31745,31437,31108,31060,31107,29938,27465
2017/6/1,26483,24192,22472,21530,21168,21070,21391,22452,22804,24629,26449,27131,26852,26987,26313,24900,24261,24628,27130,28605,29498,30080,29736,27790
2017/6/2,25474,23776,22921,22526,22400,23185,26275,31054,33939,35141,35390,35185,34663,34351,33205,32676,32238,32023,32862,35060,35577,34862,32222,29242
2017/6/3,24731,23193,22075,21542,21653,22435,25307,29277,31872,32954,33366,33250,33005,32650,31519,31057,30500,30282,30327,32949,34449,33564,31156,28259
2017/6/4,25691,24103,23122,22636,22535,23109,25406,28960,30672,31468,31612,31707,31724,31506,30509,29900,29565,29340,28777,28870,30313,32202,29819,27349
2017/6/5,25753,24381,23172,22452,22054,22118,22430,22805,24486,26615,27887,28250,28081,28021,27255,26061,25303,24852,24638,24788,25268,27174,26822,25200
2017/6/6,25843,24523,23638,23285,23163,23385,24940,27521,29653,30829,31547,32164,32688,32735,31892,31399,31521,31604,31226,30928,30892,31087,30174,27777
2017/6/7,28672,26997,25840,25252,25121,25521,27021,28962,31023,32807,34004,34471,35080,35107,34053,33209,33048,33067,32592,32259,31898,31889,31365,29253
2017/6/8,28257,26559,25122,24229,23673,23253,23079,22466,23026,24398,25903,26969,28055,28998,29591,29219,28943,28709,28515,28490,28718,30175,30819,29334
2017/6/9,27831,26307,25173,24677,24432,24815,26660,29055,30642,32647,33793,34715,35709,36049,35236,34729,34764,34797,34168,33465,33827,34551,31857,29418
2017/6/10,26381,25164,24375,23916,23811,24203,26282,29499,30811,31610,31978,32461,33127,33450,32602,31755,31470,31365,31047,31133,32937,31953,29286,27080
2017/6/11,22654,21466,20894,20850,21000,21588,24173,27962,29915,30879,31297,31425,31514,31576,30748,30251,29852,30169,32220,33268,33480,32333,29444,26707
2017/6/12,29970,27544,26087,25330,25009,25012,25785,27192,28280,30388,32105,32657,32357,32447,31889,30752,30140,30607,33008,33882,34641,34465,33200,30635
2017/6/13,28719,27152,26096,25660,25324,25592,26920,29384,31900,33767,34996,35978,36880,37275,36575,36378,36567,36700,36083,35402,34807,34322,33651,31070
2017/6/14,29400,27692,26542,25933,25719,25968,27451,29961,32396,34099,35363,36401,37249,37758,37315,37313,37483,37666,37103,36335,35495,34999,34251,31598
2017/6/15,29838,28106,26830,26328,26037,26283,27437,29774,32203,34078,35484,36432,37539,38164,37758,37623,37773,37778,37166,36366,35698,35233,34157,31777
