date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2016/1/13,27421,25382,24219,23562,23555,24198,26792,31474,34420,35186,35613,35477,35152,34980,33798,33252,33146,33652,35573,36708,36875,36084,33413,30202
2016/1/14,27936,25936,24731,24167,24087,24584,27035,31511,34484,35004,35425,35679,35646,35559,34366,33763,33641,34137,35735,36701,36677,35828,33228,30088
2016/1/15,27672,25688,24408,23893,23765,24392,26975,31392,34356,35177,35768,35939,35631,35401,34082,33308,33078,33189,34985,36107,35951,35364,33193,30665
2016/1/16,28539,26495,24938,24058,23633,23500,24176,25631,27257,29776,31998,32180,31510,31406,30663,29402,28726,28691,30848,32436,32998,32956,31734,29453
2016/1/17,27057,24791,23259,22417,21960,21919,22384,23181,23900,25833,28313,29409,29344,29632,29630,28555,27787,27845,30332,32083,33266,33461,32212,29475
2016/1/18,26586,24656,23420,22859,22742,23866,27094,32027,35569,36437,37178,37019,36716,36399,35096,34498,34437,34665,36335,37564,37724,36751,33951,30623
2016/1/19,27958,25831,24589,24185,24103,24736,27449,32326,35535,36174,36561,36416,35980,35733,34662,34144,34045,34591,36577,37962,38071,37231,34426,30932
2016/1/20,28222,25955,24813,24307,24212,24793,27378,32354,35577,36514,36929,36499,36035,35688,34434,33737,33688,34107,35952,37314,37527,36520,33839,30538
2016/1/21,27991,25797,24501,23998,23886,24549,27280,32095,35003,35707,36281,36035,35779,35599,34331,33846,34028,34504,36109,37423,37468,36555,33817,30587
2016/1/22,28033,26102,24711,24148,24103,24749,27295,31913,34785,35569,35967,35758,35320,35137,33741,33041,32828,32907,34408,35512,35335,34802,32627,30025
2016/1/23,27902,25682,24283,23496,23013,22880,23410,25031,26616,29158,31102,31227,30514,30339,29387,28137,27400,27264,29144,30855,31189,31254,29814,27761
2016/1/24,25595,23640,22264,21493,21165,21121,21416,22033,22686,24652,26677,27351,27129,27366,27160,25942,25285,25271,27393,29919,30986,31188,30141,27640
2016/1/25,25027,23121,22169,21953,22281,22807,25716,30429,33289,34131,34463,34461,34084,33877,32707,31908,31660,31960,33634,35427,35742,34888,32218,29032
2016/1/26,27018,25028,23973,23498,23313,23985,26596,31080,33918,34567,34985,34759,34501,34328,32994,32401,32197,32359,33962,35859,36244,35565,32719,29521
2016/1/27,27219,25294,24026,23580,23533,24083,26674,31367,33898,34723,34952,34825,34468,34324,33087,32455,32179,32402,34025,35807,36066,35282,32572,29506
2016/1/28,27170,25087,23820,23349,23270,23837,26329,30815,33507,34188,34555,34585,34364,34447,33404,32958,32824,33062,34403,36016,36105,35306,32601,29557
2016/1/29,27306,25299,24024,23490,23345,23961,26402,30730,33390,34230,34860,34820,34472,34237,32993,32371,32086,32049,33235,34921,34867,34302,32177,29489
2016/1/30,27662,25660,24106,23276,22893,22841,23253,24655,26373,28990,30965,30907,30223,30049,29306,28055,27312,27155,29016,30999,31700,31771,30296,28200
2016/1/31,25833,23820,22863,22056,21622,21588,21940,22543,23143,24923,26753,27460,27252,27511,27233,25912,25176,25161,26880,29724,30838,30858,30094,27699
2016/2/1,22113,20515,19284,18637,18352,18574,19751,20857,22156,24125,26337,27097,26955,27195,27031,25951,25209,25447,27858,28715,29207,29165,27928,26029
2016/2/2,26810,24903,23819,23418,23240,23890,26441,30975,33582,34277,34425,34056,33658,33410,32225,31668,31465,31669,32991,35251,35570,34878,32220,29070
2016/2/3,27578,25540,24448,23929,23895,24570,27320,31510,34134,35154,35372,35001,34630,34090,32914,32127,31832,31795,32127,34938,36245,35313,32839,29816
2016/2/4,26897,25029,23563,22858,22426,22230,22885,24204,25201,27743,29463,29850,29545,29113,28461,27189,26218,25852,25716,26057,27569,29516,28237,27169
2016/2/5,22250,20732,19880,19558,19513,20115,22171,23673,25535,27256,28237,28633,28688,28642,27799,26950,26572,26458,26153,26401,27352,29634,28479,26009
2016/2/6,25288,23820,22884,22467,22310,22664,24098,26582,28821,30057,30729,31377,31936,31904,30990,30413,30275,30481,30170,29786,29919,30529,29783,27365
2016/2/7,27885,26316,24961,24127,23589,23295,23013,23415,25141,27368,29198,30033,30647,31060,30723,29880,29177,28888,28796,28803,28937,29258,29388,27810
2016/2/8,28038,26036,24786,24094,23828,24081,25635,27400,29837,32205,33807,34850,35827,36416,35967,35236,34881,34801,34515,33785,33184,33430,32904,30617
2016/2/9,28610,26905,25851,25288,25033,25246,27012,29358,30932,32943,34502,35621,36667,37258,36487,35772,35676,35593,34990,34086,33730,34570,32028,29816
2016/2/10,23532,22225,21183,20662,20365,20176,20339,20899,20909,22440,23991,24650,25065,25469,25254,24097,23607,23501,23704,24553,27546,28144,26664,24895
2016/2/11,22274,21129,20527,20369,20402,21093,23704,27522,29471,30556,31016,31254,31420,31289,30294,29774,29444,29747,31780,32804,32810,31393,28440,25972
2016/2/12,27297,25421,24260,23644,23527,24301,26943,31347,33983,34659,34580,34343,34029,33689,32562,32065,31935,32863,34923,35214,35096,34246,31968,29500
2016/2/13,27752,25904,24477,23690,23321,23254,23793,24983,26193,28590,30598,30873,30412,30598,29751,28289,27807,27751,28458,30540,31105,30788,29343,27463
2016/2/14,25752,23696,22421,21840,21535,21619,21933,22470,22827,24853,26935,27924,28085,28309,27930,26657,26005,25970,27360,29871,31361,31528,30638,28487
2016/2/15,26449,24590,23457,22787,22636,23515,26596,31310,33978,35384,35686,35615,35499,35356,34192,33567,33359,33339,33924,36552,37014,36298,33581,30299
2016/2/16,27987,26025,24891,24467,24304,24789,27629,32334,35071,36240,36397,35978,35766,35483,33927,33269,33083,33229,33846,36644,37607,37019,34228,30763
2016/2/17,28342,26178,24904,24439,24403,24993,27761,32626,35242,36473,36931,36603,36127,36021,34713,34160,34082,34170,34882,37707,38239,37181,34357,31027
2016/2/18,28583,26273,25159,24680,24646,25285,27698,32251,34866,36269,36740,36760,36493,36451,35277,34764,34773,34794,35167,37604,38126,37370,34544,31138
2016/2/19,28662,26415,25202,24671,24601,25191,27910,32330,34918,36253,36648,36569,36073,35763,34457,33589,33176,32973,33293,35948,36418,35860,33546,30856
2016/2/20,28601,26389,24871,24009,23636,23460,24101,25430,27081,30002,31842,31904,31380,31132,30209,28923,28218,27721,28422,31325,32462,32457,31079,28927
2016/2/21,26671,24480,23038,22351,22201,22211,22626,23135,23780,26112,27667,28176,27896,28039,27855,26637,25976,25713,26758,29933,31542,31778,30698,28219
2016/2/22,25622,23847,22802,22433,22490,23355,26393,31067,33678,34982,35310,34882,34404,34123,32755,32012,31744,31690,32249,35051,35747,35222,32566,29442
2016/2/23,27127,25255,24236,23814,23814,24384,26908,31279,33507,34437,34727,34210,33844,33758,32477,31751,31488,31304,31624,34737,35877,35389,32539,29424
2016/2/24,27402,25553,24443,24100,23938,24470,27125,31491,33677,34750,34986,34697,34291,34273,33073,32459,32160,32208,32701,35291,35813,35109,32341,29369
2016/2/25,27490,25387,24310,23893,23768,24454,27040,31198,33096,34199,34272,34089,33945,33820,32669,32094,31864,31971,32265,34860,35626,34953,32507,29565
2016/2/26,27470,25551,24374,23924,23873,24525,27234,31111,33327,34642,35169,35190,35060,35041,33983,33258,33169,33249,33724,35386,35677,34962,32704,30141
2016/2/27,28397,26297,24693,23925,23599,23338,23999,25136,26466,29604,32088,32646,32503,32618,31628,30145,29374,29182,29948,32396,33512,33409,31785,29395
2016/2/28,26821,24582,22991,22115,21669,21701,22054,22259,23101,25763,27871,28703,28751,29145,28804,27429,26705,26448,27284,30253,31983,32099,31253,28927
2016/2/29,26355,24256,23081,22575,22567,23257,26266,30177,32638,34265,34675,34725,34419,34268,33073,32310,31847,31655,31753,34730,36013,35428,32855,29668
2016/3/1,23949,22063,20653,19715,19427,19300,19712,20380,21044,22651,24864,26291,26669,27281,27211,25951,25492,25821,27812,28570,29237,29417,28275,26212
2016/3/2,26898,25052,23871,23421,23339,24010,26465,31086,33692,34299,34490,34295,33906,33769,32594,31986,31756,31797,33008,35432,35830,34956,32256,29246
2016/3/3,27358,25461,24350,23948,23794,24394,26956,30862,33320,34268,34739,34518,34150,33791,32613,31926,31576,31507,31704,34471,35745,34962,32536,29637
2016/3/4,25371,23574,22163,21428,20937,20865,21276,21765,21935,23980,25917,26677,26928,27174,26793,25450,24827,24311,24403,25111,27645,30265,28806,26948
2016/3/5,24318,22764,21961,21651,21641,22156,24380,27209,29573,30654,31229,31377,31496,31277,30076,29329,29041,28911,28604,28519,29240,30956,29143,26756
2016/3/6,25820,24179,23355,23100,22973,23290,24766,26961,29300,30579,31460,31919,32294,32319,31193,30278,30226,30166,29768,29416,29137,29537,28947,26982
2016/3/7,26110,24384,23196,21928,21737,21686,21246,20982,22172,23921,25540,26491,27101,28014,28446,27849,27489,27177,27202,27341,27715,28507,29532,27972
2016/3/8,28510,26511,25284,24567,24195,24508,26021,27728,30107,32562,34183,35300,36298,36910,36379,35647,35406,35290,34716,33988,33333,33511,32877,30571
2016/3/9,28574,27033,25781,24945,24504,24080,24346,24778,25539,27761,29739,30841,31730,32629,32459,31945,31432,31215,30878,30583,30935,32496,30537,28758
2016/3/10,23231,22068,21299,21059,21011,21574,24148,27938,29584,30357,30855,31290,31716,31802,31056,30630,30565,30735,30468,30773,33081,32369,29065,26628
2016/3/11,24377,23074,22262,21942,21900,22474,24660,28064,29810,30724,31098,31244,31466,31280,30323,29690,29542,29898,31985,32828,32775,31589,28832,26265
2016/3/12,27560,25536,24031,23342,22898,22876,23465,24921,26560,29066,30938,31192,30874,30930,30147,29119,28339,28751,30977,31397,31615,31497,29952,27742
2016/3/13,26257,24111,22677,21866,21562,21570,22028,22129,23100,25249,26806,27229,27012,27030,26841,25746,25198,24823,25390,28439,31354,31713,30660,28143
2016/3/14,25521,23820,23004,22679,22711,23571,26765,30702,33978,35175,35686,35554,35175,34848,33554,32847,32461,32304,32381,34779,36647,35831,33213,30033
2016/3/15,27590,25723,24547,24061,23881,24629,27362,31185,34195,35461,36004,35835,35346,35069,33672,33064,32648,32472,32492,34806,36715,35766,33309,30298
2016/3/16,27813,25730,24544,24051,23890,24674,27269,30702,33725,34879,35128,34766,34479,34096,32423,31593,31842,31788,32079,34592,36557,35548,33100,30211
2016/3/17,27914,25932,24890,24286,24185,24798,27327,30870,33790,35064,35316,34852,34131,33780,32761,32080,31885,31947,32152,34453,36274,35576,33090,30130
2016/3/18,27826,25690,24556,24053,23957,24501,26925,30360,33044,34632,35274,35067,34552,34180,32920,32112,31791,31696,31801,33489,34998,34169,31901,29399
2016/3/19,27415,25353,23974,23273,22833,22710,23255,23733,25546,28405,30205,30651,30495,30396,29288,27848,27166,26803,27212,29407,31215,31058,29782,27812
2016/3/20,25773,23765,22261,21482,21050,21165,21507,21347,22435,24817,26423,26998,26855,27161,26968,25864,25317,24919,25457,27686,30348,30600,29914,27713
2016/3/21,25365,23664,22520,21947,21775,22564,25148,27954,30983,33108,34184,34220,34168,34114,32976,31838,31779,31739,31636,33435,35206,34487,31868,28772
2016/3/22,26617,24779,23606,23069,22884,23361,25539,28041,31016,33263,34163,34228,33808,33507,32493,31601,31105,30957,30899,32527,34479,33998,31678,28969
2016/3/23,26750,24650,23540,23097,22976,23567,25584,27954,30848,32728,33353,33055,32731,32358,31279,30407,30099,29824,29661,31335,33277,32811,30902,28535
2016/3/24,26502,24365,23027,22214,21920,21990,22744,23235,24741,26435,27526,27646,27281,27188,26473,25302,24598,24341,24549,26662,29181,28979,28067,26224
2016/3/25,24343,22610,21306,20725,20408,20581,20963,20844,21698,23531,24832,25085,24867,24972,24631,23850,23267,23028,23320,25047,27405,27478,26959,25339
2016/3/26,23729,22029,21010,20334,20069,20216,20794,21047,22563,24998,26480,26706,26293,26553,26308,25282,24725,24502,24710,26591,29034,29266,27943,26066
2016/3/27,24021,22285,0,20967,20421,20152,20318,20763,20681,22051,23665,24571,24842,24694,24493,23640,23016,22441,22270,23048,25821,28436,27625,26076
2016/3/28,24108,22203,20958,20453,20011,20431,22113,24179,25468,27259,28646,29211,29171,29078,28327,27097,26425,26210,26236,26538,28586,31114,29219,26890
2016/3/29,24990,23292,22112,21577,21480,22172,24833,28578,30707,32249,32935,32787,32586,32094,31084,30098,29714,29483,28996,28965,30772,33009,30473,28100
2016/3/30,26100,24370,23186,22628,22539,23052,25185,28885,30672,31975,32382,32362,32254,31854,30610,29781,29462,29262,28847,28922,30681,32682,30406,27911
2016/3/31,26014,24257,23180,22788,22605,23173,25421,29171,31195,32403,33115,33288,33179,32834,31426,30683,30395,30255,29719,29762,31416,33382,30962,28509
2016/4/1,23871,21905,20644,20147,20076,20729,22793,25826,28432,30454,31647,31810,31823,32061,31323,30518,30153,30626,31875,32145,32193,31950,30061,27402
2016/4/2,27129,25169,24046,23493,23365,24081,26593,31106,33653,34452,34658,34244,33936,33689,32523,31922,31741,31769,33078,35536,35934,35173,32650,29646
2016/4/3,27486,25718,24532,24094,24021,24599,27232,31238,33630,34465,34846,34878,34510,34168,32937,32148,31777,31805,32004,34480,35306,34427,32405,29827
2016/4/4,24756,22986,22168,21713,21685,22525,25388,29217,31378,32952,33999,34190,34481,34113,32881,32076,31741,31706,31612,31712,33061,34181,31338,28650
2016/4/5,25117,23665,22692,22281,22198,22701,24784,27249,29388,30576,31008,31256,31581,31431,30373,29655,29397,29304,28938,28900,29648,31127,29185,26783
2016/4/6,25715,24117,23070,22502,22108,21825,21757,22234,24020,26364,27957,28364,28346,28475,27726,26400,25420,25313,25257,25388,25883,26645,26949,25321
2016/4/7,26198,24497,23321,22831,22901,23414,25075,27414,29980,32326,33658,34367,35035,35586,35003,34508,34416,34452,33730,33076,32479,32148,31693,29512
2016/4/8,28595,26781,25399,24573,24225,24469,25766,27392,29805,32196,33852,35088,35968,36619,36161,35424,35254,35192,34658,33977,33431,33644,33172,30976
2016/4/9,27229,25559,24191,23432,22930,22593,22712,22640,22684,24301,26007,27427,28557,29763,30459,30201,29848,29619,29537,29480,30322,32627,32024,30059
2016/4/10,25205,23916,23075,22755,22757,23126,25203,28871,30261,31092,31614,31953,32514,32779,31643,31120,31118,31207,30938,31274,33708,32868,29659,27006
2016/4/11,24692,23395,22543,22065,22095,22707,24953,28452,30567,31673,32204,32524,32750,32690,31538,30706,30368,30660,32244,32759,32438,31221,28816,26639
2016/4/12,25515,23612,22286,21491,21081,21141,21508,22172,22778,24761,26971,28211,28566,29086,28877,27448,26640,26999,29018,29824,30491,30680,29466,27078
2016/4/13,26527,24664,23634,23230,23232,23614,25959,29503,31574,32798,33130,33125,33248,32869,31680,30972,30593,30483,29924,29982,31204,32812,30285,28206
2016/4/14,26311,24490,23503,23160,22972,23516,25982,29229,31382,32447,32850,32865,32911,32685,31538,30867,30557,30297,29931,29855,30963,32983,30629,28126
2016/4/15,26235,24614,23458,22989,22872,23264,25688,28854,30881,32030,32387,32659,32760,32388,31074,30293,30086,29721,29451,29404,30436,32166,29951,27891
2016/4/16,26314,24569,23310,22638,22363,22137,22682,23314,24756,27168,28643,29022,29059,28919,28235,26796,25866,25619,25306,25610,26769,29151,27931,26149
2016/4/17,24490,22886,21645,20907,20579,20529,20882,20911,21458,23424,25036,25858,25928,25955,25719,24361,23687,23281,23425,24041,25699,28781,28146,26377
2016/4/18,24375,22751,21930,21530,21471,22197,25147,28434,30347,31631,31969,32266,32327,32022,30859,30175,29857,29505,29141,29271,30414,32351,30026,27547
2016/4/19,25927,24483,23667,23235,23076,23528,25840,28757,30893,31856,32532,32753,33135,32962,31763,31066,30683,30686,30411,30327,31430,32965,30289,27726
2016/4/20,26025,24399,23380,23151,23169,23545,25875,29120,31547,32612,33081,33126,33381,33036,31859,31050,30839,30553,30183,30305,31484,32949,30577,27875
2016/4/21,26102,24524,23425,22956,22793,23374,25733,28761,30986,32167,32661,32582,32534,32250,30916,30246,29882,29731,29481,29477,30594,32603,30507,27939
2016/4/22,26304,24481,23424,23017,22907,23361,25607,28706,30825,31835,32366,32366,32415,32029,30769,29862,29410,29074,28697,28695,29242,30948,29243,27276
2016/4/23,25708,24026,22723,22083,21588,21354,21805,22373,23961,26365,27937,28136,28031,27873,27204,25810,25070,24648,24573,24822,25733,27995,26954,25262
2016/4/24,23549,21933,20719,20173,19879,19831,20211,20086,20973,22850,24393,25108,25051,25126,24791,23634,22932,22500,22542,23183,24878,27751,27288,25494
2016/4/25,23577,21486,27283,20819,20754,28696.93991,24302,28696.93991,29554,30688,31325,31365,31591,31346,30127,29321,28969,28749,28370,28371,29225,31469,29533,26791
2016/4/26,25089,23466,22578,22332,22287,22702,24983,27889,30166,31069,31482,31444,31593,31387,30247,29533,29250,29185,28765,28845,29787,31749,29650,26965
2016/4/27,25192,23677,22706,22472,22404,22820,25064,27935,30136,31169,31600,31756,31999,31723,30591,29951,29677,29482,29218,29568,30691,32114,29951,27363
2016/4/28,25555,24021,23076,22625,22485,22804,25110,27868,30070,31174,31753,32004,31984,31768,30526,29729,29497,29485,29230,29204,29928,31580,29679,27243
2016/4/29,25434,23819,22863,22488,22381,22810,24941,27650,30013,31402,31895,31976,32143,31759,30464,29516,29097,28870,28426,28563,29222,30937,29498,27237
2016/4/30,25562,23912,22613,21759,21366,21294,21656,22115,23936,26277,27874,28197,28001,27953,27235,25901,25098,24775,24562,24748,25507,27917,27078,25420
2016/5/1,25284,23258,21835,21179,21208,21641,23465,26278,28864,30818,31916,31908,31580,31643,30576,29562,29291,29377,30406,30421,30300,30050,28663,26903
2016/5/2,27410,25329,24096,23697,23566,24142,26712,31489,34151,35044,35329,34861,34225,34003,32679,31850,31460,31501,32626,34860,34955,34286,32080,29474
2016/5/3,27791,25744,24176,23377,23055,23013,23527,24469,26140,28953,30734,30986,30570,30490,29724,28317,27562,27193,27720,30486,31837,31828,30562,28423
2016/5/4,26713,24828,23683,23113,22948,23520,26018,30271,32518,33697,34306,34457,34455,34069,32636,32024,31648,31617,31205,31346,32998,34393,31495,28912
2016/5/5,25075,23546,22659,22229,22134,22567,24685,27200,29399,30564,31124,31336,31591,31510,30405,29740,29546,29410,29100,29064,29988,31447,29461,26833
2016/5/6,23767,22482,21293,20692,20335,20256,20000,19923,20965,22652,24209,25037,25224,25662,25400,24231,23615,23376,23423,23826,24602,26280,27528,25766
2016/5/7,28009,26448,25276,24849,24552,24808,26212,28302,30719,33029,34416,35202,36025,36461,35838,35286,35195,35116,34593,34014,33416,32951,32301,30159
2016/5/8,29021,27100,25699,24949,24581,24773,26036,27599,29974,31966,33408,34174,34966,35224,34386,33563,33262,33137,32747,32222,31681,31896,31054,29115
2016/5/9,28021,26127,24914,24273,23848,24421,26647,29340,31349,33705,35620,37045,38301,39359,39094,38821,38920,38918,38188,37153,36927,37930,35333,32409
2016/5/10,25635,24253,23443,23063,23031,23390,25413,29029,30504,31185,31685,32012,32571,32591,31529,26870,30974,31105,30720,31165,33427,32624,29469,28696.93991
2016/5/11,25183,23755,22604,22083,21946,21789,22222,23068,24236,26565,28282,28736,28695,28865,28034,26615,25757,25853,27644,28543,28618,28180,26468,24629
2016/5/12,24546,22859,21955,21452,21341,22079,24665,28722,31087,32562,33183,33099,32656,32582,31599,30959,30862,31560,33278,33479,33281,32736,30683,28049
2016/5/13,25420,23772,22671,22209,22066,22491,24392,27071,29736,31045,31627,31895,31964,31867,30731,29773,29490,29099,28834,28620,28963,30357,29323,27072
2016/5/14,25340,23620,22348,21698,21372,21228,21475,21839,23737,26158,27710,27769,27755,27748,26966,25745,25152,24694,24630,24918,25517,27285,26800,25134
2016/5/15,23450,21811,20601,19958,19411,19380,19473,19239,20538,22249,23797,24363,24406,24468,24179,23116,22275,21946,22062,22484,23498,25875,26479,24703
2016/5/16,22746,21270,20514,20068,20002,20484,22162,24121,26291,27541,28016,28470,28706,28808,27830,26975,26637,26444,26375,26459,27337,29161,28444,25902
2016/5/17,24158,22638,21792,21439,21353,21860,23739,26114,28406,29668,30340,30682,30925,30784,29577,28822,28664,28504,28208,28311,28901,30147,29018,26425
2016/5/18,24887,23363,22444,22182,22081,22535,24322,26822,29270,30379,30943,31257,31581,31587,30419,29826,29682,29782,29396,29277,29812,30656,29290,26691
2016/5/19,25125,23572,22687,22295,22182,22735,24388,26850,29112,30203,30737,31044,31298,31302,30250,29609,29498,29496,29152,29031,29317,30318,29168,26752
2016/5/20,25161,23682,22647,22276,22116,22574,24321,26821,29056,30330,31080,31524,31892,31944,30853,29987,29697,29532,29180,28881,28819,29516,28738,26561
2016/5/21,25189,23744,22538,21816,21455,21365,21380,21809,23790,26042,27630,27987,28047,28177,27575,26301,25690,25484,25238,25391,25875,27167,26890,25128
2016/5/22,23513,22015,21015,20298,19982,19914,19838,19614,20789,22669,24145,24911,25182,25436,25260,23849,23138,22934,23057,23531,24423,26288,26928,25193
2016/5/23,23522,21917,21112,20789,20673,21208,23378,25968,28540,29795,30485,30952,31332,31225,30170,29478,29236,29067,28783,28611,28952,29962,28843,26203
2016/5/24,24547,23214,22330,22080,21917,22371,24076,26539,28833,30059,30485,30751,31442,31437,30386,29791,29627,29784,29489,29288,29687,30605,29409,26752
2016/5/25,25085,23784,22870,22523,22301,22691,24414,26952,29316,30416,31101,31524,32042,32028,30829,30206,30094,30048,29665,29589,29886,30767,29643,27095
2016/5/26,25607,24137,23130,22802,22702,23122,24543,26795,28939,30236,30836,30926,31293,31352,30500,29901,29916,29882,29528,29447,29660,30376,29592,27205
2016/5/27,25693,24296,23255,22784,22662,23063,24704,27065,29259,30680,31104,31603,32082,32122,30778,29830,29636,29478,29044,28777,28695,29416,28849,26840
2016/5/28,25413,23968,22916,22285,21970,21862,21748,22136,23929,26235,27828,28166,28302,28436,27549,26247,25404,25291,25236,25303,25830,26484,25945,24660
2016/5/29,23391,21917,20693,20223,19895,19901,19720,19570,20620,22209,23708,24306,24548,25035,24984,23690,22940,22615,22736,23202,24006,25735,26601,24892
2016/5/30,23157,21758,20956,20531,20591,21185,23200,25789,28296,29716,30347,30743,31276,31341,30259,29534,29366,29378,29097,28769,28943,29835,29112,26539
2016/5/31,24949,23414,22626,22285,22228,22612,24044,26354,28576,29791,30621,30965,31385,31355,30197,29562,29413,29398,29095,28916,29186,29809,29075,26626
2016/6/1,25240,23170,21541,20653,20215,20181,20581,21348,21775,23165,24910,25978,26128,26543,26161,24849,24369,24744,26853,28056,29013,29584,28869,26907
2016/6/2,27602,25607,24120,23238,22959,22983,23696,25115,26554,29363,31461,31588,30951,30825,29993,28702,28058,27815,29061,31027,31569,31473,30053,27989
2016/6/3,26143,24017,22563,21714,21506,21532,21929,22214,22954,25283,27088,27729,27615,27839,27711,26324,25510,25328,26054,29152,31364,31659,30721,28307
2016/6/4,26878,24921,23669,23207,23044,23658,26201,30160,32218,33472,33653,33462,33260,32786,31439,30754,30439,30050,29696,29756,31468,33678,30933,28458
2016/6/5,25237,23754,22765,22303,22314,22733,24799,27307,29723,30917,31567,31748,32094,31871,30611,29580,29158,29003,28800,28811,29304,30689,29103,26693
2016/6/6,23861,22460,21606,21263,21056,21764,23658,26450,29024,30183,31059,31574,32139,32235,31117,30381,30682,30988,30629,30365,30280,30612,29863,27406
2016/6/7,28575,26781,25474,24934,24741,25014,26408,28563,30978,33211,34616,35327,36256,36748,36056,35575,35562,35499,34901,34326,33621,33298,32605,30272
2016/6/8,27565,25855,24438,23647,23112,22828,23125,23148,24355,26392,28123,28983,29556,30026,29963,29527,29071,28854,28712,28725,28680,29408,28989,27136
2016/6/9,30273,28185,26674,25967,25635,25768,27545,30012,31958,34315,36048,37514,39049,40144,39825,39657,39724,39510,38705,37626,37189,38118,35532,32869
2016/6/10,25570,24226,23443,23164,23031,23325,25326,28834,30443,31153,31635,31946,32470,32403,31355,30812,30807,30884,30734,31009,33132,32233,29215,26777
2016/6/11,23000,21587,20632,20004,19688,19762,19936,20453,20949,22932,24349,24912,25042,25458,25311,24014,23389,23498,25800,27406,28179,28002,26657,24866
2016/6/12,26044,24155,22840,22182,21874,22110,22972,24423,25196,26876,28577,29090,28896,29026,28592,27318,26696,27236,29758,30657,31481,31345,29981,27572
2016/6/13,24919,23342,22489,22013,21920,22417,24383,27137,29750,31389,32950,33669,34433,34652,33924,33549,33754,33838,33552,32946,32573,32420,31674,29196
2016/6/14,27746,25954,24724,24226,24151,24463,25753,28000,30537,31770,32710,33330,34082,34237,33408,33016,33191,33361,33052,32499,32184,32044,31283,28858
2016/6/15,27377,25846,24861,24411,24265,24521,26061,28300,30524,31750,32625,33146,33556,33604,32395,31849,31728,31783,31319,30918,30854,30948,30121,27699
2016/6/16,26440,24955,23977,23553,23370,23648,24978,27014,28954,30243,30770,30972,31579,31473,30357,29735,29643,29840,29441,29290,29290,29828,29205,26997
2016/6/17,25780,24566,23577,23182,23073,23363,24773,26988,28988,30318,31104,31287,31738,31723,30565,29532,29285,29317,29123,29043,28995,28991,28398,26690
2016/6/18,25708,24409,23250,22702,22256,22002,22002,22372,24089,26122,27540,28060,28065,28419,27775,26433,25735,25422,25416,25663,25998,26655,27089,25426
2016/6/19,24109,22648,21529,20812,20501,20366,20102,19772,20849,22456,23887,24729,25049,25498,25402,24296,23678,23523,23682,24220,25024,26152,27481,26024
2016/6/20,24344,22708,21893,21560,21500,22029,23789,26338,28510,30149,31133,31478,32186,32440,31385,30785,30866,30972,30717,30532,30450,30478,29843,27602
2016/6/21,26220,24718,23714,23328,23219,23618,24942,27277,29594,31133,32068,32498,33151,33356,32572,32099,32241,32576,32130,31795,31516,31239,30439,28444
2016/6/22,26888,25499,24494,24033,23880,24201,25405,27550,29711,31588,32639,33108,33797,34002,33014,32457,32662,32701,32418,32033,31518,31203,30659,28525
2016/6/23,27360,25691,24599,24164,23811,24032,25237,27311,29410,31373,32508,32968,33782,34077,33097,32269,32317,32504,32071,31633,30948,30365,29788,27836
2016/6/24,26956,25638,24432,23814,23576,23577,24165,25651,27040,28921,30161,30858,31597,32089,31314,30237,30054,29968,29882,29841,29580,29390,29140,27358
2016/6/25,26606,25245,24053,23316,22961,22652,22607,23116,24785,26999,28821,29612,29979,30302,29737,28798,28105,27958,27863,27874,28076,28349,28390,26847
2016/6/26,25268,23606,22353,21682,21342,21080,20920,20828,21785,23174,24464,25168,25600,26147,26300,25567,25126,25000,25187,25521,26092,27007,28401,27127
2016/6/27,25309,23674,22700,22264,22215,22710,24627,27018,29275,31304,32548,33014,33681,34096,33277,32633,32890,33129,32770,32407,31902,31645,31058,28876
2016/6/28,27599,25985,24841,24360,24186,24621,26049,28164,30492,32650,33812,34306,35211,35697,34791,34250,34140,34220,33745,33222,32670,32355,31668,29299
2016/6/29,28195,26531,25346,24727,24445,24784,26177,28201,30318,32259,33314,33992,34951,35381,34611,34089,34020,34057,33798,33373,32602,32117,31625,29458
2016/6/30,28223,26550,25313,24749,24541,24767,26176,28342,30464,32553,33857,34453,35289,35638,34817,34219,34283,34347,33870,33390,32813,32384,31982,29843
2016/7/1,24564,22556,21381,20791,20694,21485,24212,28260,31398,33177,34219,34546,34423,34484,33439,32573,32352,32808,34469,35076,35120,34536,32080,29153
2016/7/2,26013,23951,22413,21512,21152,21240,21575,22049,22527,24644,26666,27711,27526,27889,27655,26473,26102,25655,26850,29698,30993,31244,30376,28017
2016/7/3,25972,24054,22965,22534,22557,23450,26718,30721,33954,35657,36635,36730,36796,36403,35033,34321,33948,33863,33875,36230,37510,36506,33653,30424
2016/7/4,26444,24531,23466,23023,22969,23392,25919,29443,31647,32659,32964,32999,32853,32455,31262,30648,30361,30131,29521,29718,31265,33295,30904,28417
2016/7/5,25269,23702,22571,21979,21596,21402,21788,21988,23791,26226,27960,28464,28232,28154,27382,25938,25015,24756,24607,24863,25706,27742,26755,24951
2016/7/6,25823,24257,23341,22920,22867,23179,24690,27278,29686,31061,31906,32565,33179,33433,32556,32049,32114,32282,32045,31463,31244,31371,30535,28106
