,Total_loads
,13
date,
2015-01-01,24713.0
2015-01-02,29439.0
2015-01-03,26802.0
2015-01-04,30429.0
2015-01-05,28696.93990521868
2015-01-06,32078.0
2015-01-07,35752.0
2015-01-08,29329.0
2015-01-09,35524.0
2015-01-10,31218.0
2015-01-11,24713.0
2015-01-12,34146.0
2015-01-13,35172.0
2015-01-14,35186.0
2015-01-15,35240.0
2015-01-16,35583.0
2015-01-17,31659.0
2015-01-18,30892.0
2015-01-19,37891.0
2015-01-20,38132.0
2015-01-21,38036.0
2015-01-22,37513.0
2015-01-23,36773.0
2015-01-24,32544.0
2015-01-25,29011.0
2015-01-26,36237.0
2015-01-27,36104.0
2015-01-28,28696.93990521868
2015-01-29,35873.0
2015-01-30,35785.0
2015-01-31,31584.0
2015-02-01,28696.93990521868
2015-02-02,37419.0
2015-02-03,33224.0
2015-02-04,26118.0
2015-02-05,26882.0
2015-02-06,33470.0
2015-02-07,36282.0
2015-02-08,26660.0
2015-02-09,34687.0
2015-02-10,31557.0
2015-02-11,30294.0
2015-02-12,34086.0
2015-02-13,35538.0
2015-02-14,32263.0
2015-02-15,28900.0
2015-02-16,35078.0
2015-02-17,36351.0
2015-02-18,36020.0
2015-02-19,34635.0
2015-02-20,35077.0
2015-02-21,31938.0
2015-02-22,28505.0
2015-02-23,35362.0
2015-02-24,35659.0
2015-02-25,35428.0
2015-02-26,34530.0
2015-02-27,33769.0
2015-02-28,29529.0
2015-03-01,29659.0
2015-03-02,37385.0
2015-03-03,32791.0
2015-03-04,22969.0
2015-03-05,24960.0
2015-03-06,33703.0
2015-03-07,37123.0
2015-03-08,36131.0
2015-03-09,33310.0
2015-03-10,27853.0
2015-03-11,31725.0
2015-03-12,33385.0
2015-03-13,32326.0
2015-03-14,29821.0
2015-03-15,27054.0
2015-03-16,33718.0
2015-03-17,33972.0
2015-03-18,34888.0
2015-03-19,32005.0
2015-03-20,33861.0
2015-03-21,30927.0
2015-03-22,28053.0
2015-03-23,35285.0
2015-03-24,35657.0
2015-03-25,34483.0
2015-03-26,33829.0
2015-03-27,32857.0
2015-03-28,28314.0
2015-03-29,25066.0
2015-03-30,31578.0
2015-03-31,31050.0
2015-04-01,27873.0
2015-04-02,38535.0
2015-04-03,33230.0
2015-04-04,24966.0
2015-04-05,31859.0
2015-04-06,32524.0
2015-04-07,32370.0
2015-04-08,35731.0
2015-04-09,32546.0
2015-04-10,25649.0
2015-04-11,31736.0
2015-04-12,33376.0
2015-04-13,31031.0
2015-04-14,31445.0
2015-04-15,32149.0
2015-04-16,31653.0
2015-04-17,31444.0
2015-04-18,27802.0
2015-04-19,25157.0
2015-04-20,30931.0
2015-04-21,31163.0
2015-04-22,31131.0
2015-04-23,30291.0
2015-04-24,30817.0
2015-04-25,28171.0
2015-04-26,25877.0
2015-04-27,31309.0
2015-04-28,31110.0
2015-04-29,31163.0
2015-04-30,31258.0
2015-05-01,31779.0
2015-05-02,38014.0
2015-05-03,33364.0
2015-05-04,23465.0
2015-05-05,32009.0
2015-05-06,33534.0
2015-05-07,29874.0
2015-05-08,36285.0
2015-05-09,27820.0
2015-05-10,32456.0
2015-05-11,31385.0
2015-05-12,29563.0
2015-05-13,33209.0
2015-05-14,34143.0
2015-05-15,31279.0
2015-05-16,28319.0
2015-05-17,25814.0
2015-05-18,32547.0
2015-05-19,32284.0
2015-05-20,31355.0
2015-05-21,31022.0
2015-05-22,31388.0
2015-05-23,28095.0
2015-05-24,24871.0
2015-05-25,31018.0
2015-05-26,31805.0
2015-05-27,32249.0
2015-05-28,32729.0
2015-05-29,32263.0
2015-05-30,28487.0
2015-05-31,25433.0
2015-06-01,26664.0
2015-06-02,38163.0
2015-06-03,32997.0
2015-06-04,26841.0
2015-06-05,31659.0
2015-06-06,30115.0
2015-06-07,38841.0
2015-06-08,36164.0
2015-06-09,25142.0
2015-06-10,32360.0
2015-06-11,31385.0
2015-06-12,26789.0
2015-06-13,28493.0
2015-06-14,25339.0
2015-06-15,31760.0
2015-06-16,31451.0
2015-06-17,32017.0
2015-06-18,32461.0
2015-06-19,33211.0
2015-06-20,29909.0
2015-06-21,26716.0
2015-06-22,34369.0
