,Total_loads
,10
date,
2015-01-01,22250.0
2015-01-02,27927.0
2015-01-03,26454.0
2015-01-04,30585.0
2015-01-05,23834.0
2015-01-06,30887.0
2015-01-07,34221.0
2015-01-08,27664.0
2015-01-09,33325.0
2015-01-10,30452.0
2015-01-11,23589.0
2015-01-12,35093.0
2015-01-13,36612.0
2015-01-14,36439.0
2015-01-15,36260.0
2015-01-16,36343.0
2015-01-17,32225.0
2015-01-18,28482.0
2015-01-19,38207.0
2015-01-20,38505.0
2015-01-21,38761.0
2015-01-22,38344.0
2015-01-23,38312.0
2015-01-24,33327.0
2015-01-25,28381.0
2015-01-26,37516.0
2015-01-27,37421.0
2015-01-28,37228.0
2015-01-29,36481.0
2015-01-30,36120.0
2015-01-31,31862.0
2015-02-01,32383.0
2015-02-02,37638.0
2015-02-03,33781.0
2015-02-04,25861.0
2015-02-05,26192.0
2015-02-06,31936.0
2015-02-07,34490.0
2015-02-08,24249.0
2015-02-09,33070.0
2015-02-10,30992.0
2015-02-11,29218.0
2015-02-12,34769.0
2015-02-13,37025.0
2015-02-14,32233.0
2015-02-15,27570.0
2015-02-16,35306.0
2015-02-17,36424.0
2015-02-18,36732.0
2015-02-19,35725.0
2015-02-20,36311.0
2015-02-21,31843.0
2015-02-22,27642.0
2015-02-23,35807.0
2015-02-24,36052.0
2015-02-25,35928.0
2015-02-26,34920.0
2015-02-27,34483.0
2015-02-28,30244.0
2015-03-01,30101.0
2015-03-02,37681.0
2015-03-03,33267.0
2015-03-04,22554.0
2015-03-05,23700.0
2015-03-06,32003.0
2015-03-07,35090.0
2015-03-08,33400.0
2015-03-09,32129.0
2015-03-10,27289.0
2015-03-11,31478.0
2015-03-12,34486.0
2015-03-13,32960.0
2015-03-14,29858.0
2015-03-15,26202.0
2015-03-16,34713.0
2015-03-17,34576.0
2015-03-18,34964.0
2015-03-19,31691.0
2015-03-20,34046.0
2015-03-21,30467.0
2015-03-22,26550.0
2015-03-23,35125.0
2015-03-24,35748.0
2015-03-25,35095.0
2015-03-26,35129.0
2015-03-27,33594.0
2015-03-28,28656.0
2015-03-29,24479.0
2015-03-30,31377.0
2015-03-31,31053.0
2015-04-01,27027.0
2015-04-02,38792.0
2015-04-03,33512.0
2015-04-04,24726.0
2015-04-05,31136.0
2015-04-06,31161.0
2015-04-07,30121.0
2015-04-08,33323.0
2015-04-09,31492.0
2015-04-10,23988.0
2015-04-11,31638.0
2015-04-12,34460.0
2015-04-13,30848.0
2015-04-14,31468.0
2015-04-15,31754.0
2015-04-16,31468.0
2015-04-17,31378.0
2015-04-18,27506.0
2015-04-19,24137.0
2015-04-20,30676.0
2015-04-21,30928.0
2015-04-22,31259.0
2015-04-23,30032.0
2015-04-24,30614.0
2015-04-25,27961.0
2015-04-26,24193.0
2015-04-27,30788.0
2015-04-28,30968.0
2015-04-29,31142.0
2015-04-30,31049.0
2015-05-01,32893.0
2015-05-02,28696.93990521868
2015-05-03,34148.0
2015-05-04,22831.0
2015-05-05,31558.0
2015-05-06,32240.0
2015-05-07,26651.0
2015-05-08,33513.0
2015-05-09,27033.0
2015-05-10,31761.0
2015-05-11,31266.0
2015-05-12,30456.0
2015-05-13,31535.0
2015-05-14,32399.0
2015-05-15,30482.0
2015-05-16,27476.0
2015-05-17,24370.0
2015-05-18,31135.0
2015-05-19,31588.0
2015-05-20,30953.0
2015-05-21,30518.0
2015-05-22,30895.0
2015-05-23,27576.0
