,Total_loads
,7
date,
2015-01-01,20377.0
2015-01-02,23025.0
2015-01-03,22127.0
2015-01-04,26807.0
2015-01-05,19964.0
2015-01-06,25885.0
2015-01-07,28625.0
2015-01-08,22543.0
2015-01-09,28266.0
2015-01-10,27890.0
2015-01-11,19500.0
2015-01-12,31511.0
2015-01-13,31924.0
2015-01-14,31798.0
2015-01-15,31608.0
2015-01-16,31518.0
2015-01-17,25467.0
2015-01-18,23099.0
2015-01-19,31460.0
2015-01-20,32945.0
2015-01-21,33028.0
2015-01-22,32969.0
2015-01-23,33070.0
2015-01-24,26229.0
2015-01-25,23750.0
2015-01-26,31982.0
2015-01-27,32686.0
2015-01-28,32646.0
2015-01-29,32153.0
2015-01-30,31748.0
2015-01-31,25325.0
2015-02-01,28696.93990521868
2015-02-02,31940.0
2015-02-03,29383.0
2015-02-04,22317.0
2015-02-05,20618.0
2015-02-06,27267.0
2015-02-07,28366.0
2015-02-08,20572.0
2015-02-09,28368.0
2015-02-10,27909.0
2015-02-11,25016.0
2015-02-12,31235.0
2015-02-13,32480.0
2015-02-14,25442.0
2015-02-15,23101.0
2015-02-16,30434.0
2015-02-17,31651.0
2015-02-18,32185.0
2015-02-19,31971.0
2015-02-20,31924.0
2015-02-21,24954.0
2015-02-22,22971.0
2015-02-23,31107.0
2015-02-24,32133.0
2015-02-25,32069.0
2015-02-26,31381.0
2015-02-27,30783.0
2015-02-28,24357.0
2015-03-01,23787.0
2015-03-02,32929.0
2015-03-03,29455.0
2015-03-04,19743.0
2015-03-05,19351.0
2015-03-06,27428.0
2015-03-07,28626.0
2015-03-08,26296.0
2015-03-09,27738.0
2015-03-10,22779.0
2015-03-11,27944.0
2015-03-12,31174.0
2015-03-13,29189.0
2015-03-14,23571.0
2015-03-15,21417.0
2015-03-16,29358.0
2015-03-17,29999.0
2015-03-18,29693.0
2015-03-19,26699.0
2015-03-20,27674.0
2015-03-21,23371.0
2015-03-22,20936.0
2015-03-23,28782.0
2015-03-24,29741.0
2015-03-25,29847.0
2015-03-26,29335.0
2015-03-27,29096.0
2015-03-28,23099.0
2015-03-29,21125.0
2015-03-30,26657.0
2015-03-31,27051.0
2015-04-01,22289.0
2015-04-02,33637.0
2015-04-03,29741.0
2015-04-04,20332.0
2015-04-05,26150.0
2015-04-06,26580.0
2015-04-07,24090.0
2015-04-08,27189.0
2015-04-09,27450.0
2015-04-10,20443.0
2015-04-11,28043.0
2015-04-12,31049.0
2015-04-13,27050.0
2015-04-14,27860.0
2015-04-15,27879.0
2015-04-16,27759.0
2015-04-17,27795.0
2015-04-18,22323.0
2015-04-19,19910.0
2015-04-20,26894.0
2015-04-21,27310.0
2015-04-22,27221.0
2015-04-23,26548.0
2015-04-24,26651.0
2015-04-25,22288.0
2015-04-26,19987.0
2015-04-27,26575.0
2015-04-28,27085.0
2015-04-29,27281.0
2015-04-30,27386.0
2015-05-01,26141.0
2015-05-02,33418.0
2015-05-03,30474.0
2015-05-04,19506.0
2015-05-05,27213.0
2015-05-06,27260.0
2015-05-07,21877.0
2015-05-08,27175.0
2015-05-09,22388.0
2015-05-10,27781.0
2015-05-11,27770.0
2015-05-12,24718.0
2015-05-13,27350.0
2015-05-14,27548.0
2015-05-15,26585.0
2015-05-16,22012.0
2015-05-17,19721.0
2015-05-18,26332.0
2015-05-19,27257.0
2015-05-20,26634.0
2015-05-21,26522.0
2015-05-22,26895.0
2015-05-23,22220.0
2015-05-24,19834.0
2015-05-25,25991.0
2015-05-26,26864.0
2015-05-27,27006.0
2015-05-28,27060.0
2015-05-29,27082.0
2015-05-30,22189.0
2015-05-31,19717.0
2015-06-01,21676.0
2015-06-02,33795.0
2015-06-03,30243.0
2015-06-04,22130.0
2015-06-05,26973.0
2015-06-06,22787.0
2015-06-07,28276.0
2015-06-08,26818.0
2015-06-09,20055.0
2015-06-10,28359.0
2015-06-11,28113.0
2015-06-12,22142.0
2015-06-13,22198.0
2015-06-14,19525.0
2015-06-15,26021.0
2015-06-16,26596.0
2015-06-17,26640.0
2015-06-18,27168.0
2015-06-19,27292.0
2015-06-20,22771.0
2015-06-21,20295.0
2015-06-22,27033.0
2015-06-23,27583.0
2015-06-24,25236.0
2015-06-25,26936.0
2015-06-26,27593.0
2015-06-27,23531.0
2015-06-28,21411.0
2015-06-29,27623.0
2015-06-30,29223.0
2015-07-01,29412.0
2015-07-02,26677.0
2015-07-03,23643.0
2015-07-04,26962.0
2015-07-05,26614.0
2015-07-06,20418.0
2015-07-07,29461.0
2015-07-08,27380.0
2015-07-09,25873.0
2015-07-10,28153.0
2015-07-11,22448.0
2015-07-12,24731.0
2015-07-13,28352.0
2015-07-14,29538.0
2015-07-15,29435.0
2015-07-16,29418.0
2015-07-17,29946.0
2015-07-18,24963.0
2015-07-19,21814.0
2015-07-20,28928.0
2015-07-21,30005.0
2015-07-22,29773.0
2015-07-23,29520.0
2015-07-24,29769.0
2015-07-25,24633.0
2015-07-26,21632.0
2015-07-27,28471.0
2015-07-28,29109.0
2015-07-29,29658.0
2015-07-30,29375.0
2015-07-31,28293.0
2015-08-01,32059.0
2015-08-02,24033.0
2015-08-03,21055.0
2015-08-04,27947.0
2015-08-05,26819.0
2015-08-06,27115.0
2015-08-07,29761.0
2015-08-08,23806.0
2015-08-09,26250.0
2015-08-10,27840.0
2015-08-11,20591.0
2015-08-12,22501.0
2015-08-13,26168.0
2015-08-14,25098.0
2015-08-15,21322.0
2015-08-16,19730.0
2015-08-17,24357.0
2015-08-18,25090.0
2015-08-19,24779.0
2015-08-20,25203.0
2015-08-21,26211.0
2015-08-22,23062.0
2015-08-23,20704.0
2015-08-24,25501.0
2015-08-25,26211.0
2015-08-26,26163.0
2015-08-27,26892.0
2015-08-28,27103.0
2015-08-29,23577.0
2015-08-30,21429.0
2015-08-31,27728.0
2015-09-01,32100.0
2015-09-02,33030.0
2015-09-03,29051.0
2015-09-04,27800.0
2015-09-05,22148.0
2015-09-06,27870.0
2015-09-07,29588.0
2015-09-08,20524.0
2015-09-09,27006.0
2015-09-10,27014.0
2015-09-11,26236.0
2015-09-12,29983.0
2015-09-13,20356.0
2015-09-14,26695.0
2015-09-15,27455.0
2015-09-16,28234.0
2015-09-17,27762.0
2015-09-18,27434.0
2015-09-19,22445.0
2015-09-20,20092.0
2015-09-21,27266.0
2015-09-22,27887.0
2015-09-23,28097.0
2015-09-24,27586.0
2015-09-25,27676.0
2015-09-26,22841.0
2015-09-27,20532.0
2015-09-28,27259.0
2015-09-29,28126.0
2015-09-30,28087.0
2015-10-01,25430.0
2015-10-02,33856.0
2015-10-03,29557.0
2015-10-04,28109.0
2015-10-05,19658.0
2015-10-06,28158.0
2015-10-07,29375.0
2015-10-08,25025.0
2015-10-09,27432.0
2015-10-10,22442.0
2015-10-11,27778.0
2015-10-12,30363.0
2015-10-13,27166.0
2015-10-14,27761.0
2015-10-15,27547.0
2015-10-16,28119.0
2015-10-17,22993.0
2015-10-18,20454.0
2015-10-19,27549.0
2015-10-20,27957.0
2015-10-21,28188.0
2015-10-22,27918.0
2015-10-23,28122.0
2015-10-24,22634.0
2015-10-25,20108.0
2015-10-26,27084.0
2015-10-27,27679.0
2015-10-28,27541.0
2015-10-29,27576.0
2015-10-30,27634.0
2015-10-31,22361.0
2015-11-01,22839.0
2015-11-02,33620.0
2015-11-03,29151.0
2015-11-04,22666.0
2015-11-05,26316.0
2015-11-06,27820.0
2015-11-07,24543.0
2015-11-08,25945.0
2015-11-09,25986.0
2015-11-10,20465.0
2015-11-11,28071.0
2015-11-12,30785.0
2015-11-13,28283.0
2015-11-14,22693.0
2015-11-15,20188.0
2015-11-16,27926.0
2015-11-17,28954.0
2015-11-18,28993.0
2015-11-19,28629.0
2015-11-20,28847.0
2015-11-21,23487.0
2015-11-22,20970.0
2015-11-23,29462.0
2015-11-24,30923.0
2015-11-25,31034.0
2015-11-26,30803.0
2015-11-27,30493.0
2015-11-28,24587.0
2015-11-29,21997.0
2015-11-30,30430.0
2015-12-01,31233.0
2015-12-02,32886.0
2015-12-03,28867.0
2015-12-04,20608.0
2015-12-05,27050.0
2015-12-06,27030.0
2015-12-07,21697.0
2015-12-08,26164.0
2015-12-09,22824.0
2015-12-10,20906.0
2015-12-11,28279.0
2015-12-12,24753.0
2015-12-13,22155.0
2015-12-14,30797.0
2015-12-15,31356.0
2015-12-16,30841.0
2015-12-17,30694.0
2015-12-18,30234.0
2015-12-19,24576.0
2015-12-20,21955.0
2015-12-21,29035.0
2015-12-22,29440.0
2015-12-23,28208.0
2015-12-24,24101.0
2015-12-25,18725.0
2015-12-26,20680.0
2015-12-27,20260.0
2015-12-28,25223.0
2015-12-29,25222.0
2015-12-30,24977.0
2015-12-31,22826.0
2016-01-01,18596.0
2016-01-02,30493.0
2016-01-03,31518.0
2016-01-04,29620.0
2016-01-05,18956.0
2016-01-06,26788.0
2016-01-07,28023.0
2016-01-08,27299.0
2016-01-09,28734.0
2016-01-10,23304.0
2016-01-11,20643.0
2016-01-12,30980.0
2016-01-13,31474.0
2016-01-14,31511.0
2016-01-15,31392.0
2016-01-16,25631.0
2016-01-17,23181.0
2016-01-18,32027.0
2016-01-19,32326.0
2016-01-20,32354.0
2016-01-21,32095.0
2016-01-22,31913.0
2016-01-23,25031.0
2016-01-24,22033.0
2016-01-25,30429.0
2016-01-26,31080.0
2016-01-27,31367.0
2016-01-28,30815.0
2016-01-29,30730.0
2016-01-30,24655.0
2016-01-31,22543.0
2016-02-01,20857.0
2016-02-02,30975.0
2016-02-03,31510.0
2016-02-04,24204.0
2016-02-05,23673.0
2016-02-06,26582.0
2016-02-07,23415.0
2016-02-08,27400.0
2016-02-09,29358.0
2016-02-10,20899.0
2016-02-11,27522.0
2016-02-12,31347.0
2016-02-13,24983.0
2016-02-14,22470.0
2016-02-15,31310.0
2016-02-16,32334.0
2016-02-17,32626.0
2016-02-18,32251.0
2016-02-19,32330.0
2016-02-20,25430.0
2016-02-21,23135.0
2016-02-22,31067.0
2016-02-23,31279.0
2016-02-24,31491.0
2016-02-25,31198.0
2016-02-26,31111.0
2016-02-27,25136.0
2016-02-28,22259.0
2016-02-29,30177.0
2016-03-01,20380.0
2016-03-02,31086.0
2016-03-03,30862.0
2016-03-04,21765.0
2016-03-05,27209.0
2016-03-06,26961.0
2016-03-07,20982.0
2016-03-08,27728.0
2016-03-09,24778.0
2016-03-10,27938.0
2016-03-11,28064.0
2016-03-12,24921.0
2016-03-13,22129.0
2016-03-14,30702.0
2016-03-15,31185.0
2016-03-16,30702.0
2016-03-17,30870.0
2016-03-18,30360.0
2016-03-19,23733.0
2016-03-20,21347.0
2016-03-21,27954.0
2016-03-22,28041.0
2016-03-23,27954.0
2016-03-24,23235.0
2016-03-25,20844.0
2016-03-26,21047.0
2016-03-27,20763.0
2016-03-28,24179.0
2016-03-29,28578.0
2016-03-30,28885.0
2016-03-31,29171.0
2016-04-01,25826.0
2016-04-02,31106.0
2016-04-03,31238.0
2016-04-04,29217.0
2016-04-05,27249.0
2016-04-06,22234.0
2016-04-07,27414.0
2016-04-08,27392.0
2016-04-09,22640.0
2016-04-10,28871.0
2016-04-11,28452.0
2016-04-12,22172.0
2016-04-13,29503.0
2016-04-14,29229.0
2016-04-15,28854.0
2016-04-16,23314.0
2016-04-17,20911.0
2016-04-18,28434.0
2016-04-19,28757.0
2016-04-20,29120.0
2016-04-21,28761.0
