,Total_loads
,9
date,
2015-01-01,20637.0
2015-01-02,25834.0
2015-01-03,24654.0
2015-01-04,29871.0
2015-01-05,22478.0
2015-01-06,29708.0
2015-01-07,33276.0
2015-01-08,25932.0
2015-01-09,31932.0
2015-01-10,29951.0
2015-01-11,22121.0
2015-01-12,34876.0
2015-01-13,36288.0
2015-01-14,35953.0
2015-01-15,35815.0
2015-01-16,35662.0
2015-01-17,29980.0
2015-01-18,25933.0
2015-01-19,36987.0
2015-01-20,37711.0
2015-01-21,38079.0
2015-01-22,37521.0
2015-01-23,37807.0
2015-01-24,30993.0
2015-01-25,26224.0
2015-01-26,36969.0
2015-01-27,37036.0
2015-01-28,36959.0
2015-01-29,36073.0
2015-01-30,35625.0
2015-01-31,29396.0
2015-02-01,28696.93990521868
2015-02-02,36738.0
2015-02-03,33325.0
2015-02-04,24632.0
2015-02-05,24689.0
2015-02-06,30943.0
2015-02-07,33158.0
2015-02-08,22809.0
2015-02-09,31977.0
2015-02-10,30371.0
2015-02-11,28123.0
2015-02-12,34695.0
2015-02-13,36628.0
2015-02-14,29927.0
2015-02-15,25451.0
2015-02-16,34840.0
2015-02-17,35631.0
2015-02-18,36176.0
2015-02-19,35582.0
2015-02-20,35816.0
2015-02-21,29591.0
2015-02-22,25656.0
2015-02-23,35310.0
2015-02-24,35776.0
2015-02-25,35763.0
2015-02-26,34716.0
2015-02-27,34132.0
2015-02-28,28583.0
2015-03-01,27745.0
2015-03-02,37147.0
2015-03-03,32972.0
2015-03-04,21241.0
2015-03-05,22045.0
2015-03-06,31099.0
2015-03-07,33525.0
2015-03-08,31757.0
2015-03-09,30911.0
2015-03-10,25714.0
2015-03-11,31007.0
2015-03-12,34347.0
2015-03-13,32454.0
2015-03-14,28233.0
2015-03-15,24319.0
2015-03-16,33990.0
2015-03-17,34217.0
2015-03-18,33993.0
2015-03-19,30384.0
2015-03-20,32406.0
2015-03-21,28263.0
2015-03-22,24442.0
2015-03-23,34119.0
2015-03-24,34826.0
2015-03-25,34688.0
2015-03-26,21218.0
2015-03-27,33020.0
2015-03-28,27306.0
2015-03-29,22828.0
2015-03-30,30429.0
2015-03-31,30244.0
2015-04-01,24754.0
2015-04-02,38097.0
2015-04-03,33043.0
2015-04-04,23171.0
2015-04-05,30176.0
2015-04-06,29822.0
2015-04-07,28037.0
2015-04-08,31881.0
2015-04-09,30508.0
2015-04-10,22086.0
2015-04-11,31144.0
2015-04-12,34096.0
2015-04-13,30202.0
2015-04-14,30822.0
2015-04-15,31172.0
