,Total_loads
,2
date,
2015-01-01,22734.0
2015-01-02,23214.0
2015-01-03,22194.0
2015-01-04,22606.0
2015-01-05,21988.0
2015-01-06,21546.0
2015-01-07,27026.0
2015-01-08,23889.0
2015-01-09,24760.0
2015-01-10,22589.0
2015-01-11,19977.0
2015-01-12,24121.0
2015-01-13,24517.0
2015-01-14,24495.0
2015-01-15,24269.0
2015-01-16,24683.0
2015-01-17,25083.0
2015-01-18,23430.0
2015-01-19,23305.0
2015-01-20,25087.0
2015-01-21,25391.0
2015-01-22,25675.0
2015-01-23,25770.0
2015-01-24,25763.0
2015-01-25,23794.0
2015-01-26,23303.0
2015-01-27,24984.0
2015-01-28,25396.0
2015-01-29,25016.0
2015-01-30,25401.0
2015-01-31,25022.0
2015-02-01,20495.0
2015-02-02,23347.0
2015-02-03,22192.0
2015-02-04,21561.0
2015-02-05,19888.0
2015-02-06,23417.0
2015-02-07,25655.0
2015-02-08,22522.0
2015-02-09,24615.0
2015-02-10,22674.0
2015-02-11,20157.0
2015-02-12,24013.0
2015-02-13,25353.0
2015-02-14,25018.0
2015-02-15,23556.0
2015-02-16,22807.0
2015-02-17,24694.0
2015-02-18,24897.0
2015-02-19,24605.0
2015-02-20,24532.0
2015-02-21,24462.0
2015-02-22,23109.0
2015-02-23,22915.0
2015-02-24,24874.0
2015-02-25,24805.0
2015-02-26,24884.0
2015-02-27,24556.0
2015-02-28,24033.0
2015-03-01,22861.0
2015-03-02,25574.0
2015-03-03,23273.0
2015-03-04,20002.0
2015-03-05,20707.0
2015-03-06,23977.0
2015-03-07,25908.0
2015-03-08,23179.0
2015-03-09,24260.0
2015-03-10,22296.0
2015-03-11,21630.0
2015-03-12,24155.0
2015-03-13,23422.0
2015-03-14,23337.0
2015-03-15,21822.0
2015-03-16,21870.0
2015-03-17,24009.0
2015-03-18,23852.0
2015-03-19,23790.0
2015-03-20,23086.0
2015-03-21,23178.0
2015-03-22,22008.0
2015-03-23,21948.0
2015-03-24,23958.0
2015-03-25,23972.0
2015-03-26,23842.0
2015-03-27,23951.0
2015-03-28,23396.0
2015-03-29,0.0
2015-03-30,21435.0
2015-03-31,22552.0
2015-04-01,22546.0
2015-04-02,25998.0
2015-04-03,23285.0
2015-04-04,19712.0
2015-04-05,20774.0
2015-04-06,24239.0
2015-04-07,25880.0
2015-04-08,24755.0
2015-04-09,23834.0
2015-04-10,20535.0
2015-04-11,22283.0
2015-04-12,23958.0
2015-04-13,20935.0
2015-04-14,22358.0
2015-04-15,22781.0
2015-04-16,22560.0
2015-04-17,22779.0
2015-04-18,22576.0
2015-04-19,20806.0
2015-04-20,20745.0
2015-04-21,22462.0
2015-04-22,22730.0
2015-04-23,22397.0
2015-04-24,22124.0
2015-04-25,22450.0
2015-04-26,20725.0
2015-04-27,20936.0
2015-04-28,22438.0
2015-04-29,22303.0
2015-04-30,22595.0
2015-05-01,22089.0
2015-05-02,26052.0
2015-05-03,24156.0
2015-05-04,19928.0
2015-05-05,22992.0
2015-05-06,23995.0
2015-05-07,24390.0
2015-05-08,24975.0
2015-05-09,22893.0
2015-05-10,21305.0
2015-05-11,22209.0
2015-05-12,23884.0
2015-05-13,23031.0
2015-05-14,23836.0
2015-05-15,23878.0
2015-05-16,22843.0
2015-05-17,21154.0
2015-05-18,21382.0
2015-05-19,23385.0
2015-05-20,23009.0
2015-05-21,22838.0
2015-05-22,23197.0
2015-05-23,22995.0
2015-05-24,21244.0
2015-05-25,21114.0
2015-05-26,22932.0
2015-05-27,23266.0
2015-05-28,23174.0
2015-05-29,23628.0
2015-05-30,22967.0
2015-05-31,21121.0
2015-06-01,22118.0
2015-06-02,26211.0
2015-06-03,23966.0
2015-06-04,19458.0
2015-06-05,22639.0
2015-06-06,23979.0
2015-06-07,24743.0
2015-06-08,25114.0
2015-06-09,20908.0
2015-06-10,22948.0
2015-06-11,22283.0
2015-06-12,22186.0
2015-06-13,23028.0
