,Total_loads
,8
date,
2015-01-01,20094.0
2015-01-02,23699.0
2015-01-03,22756.0
2015-01-04,28316.0
2015-01-05,20796.0
2015-01-06,28456.0
2015-01-07,31015.0
2015-01-08,24042.0
2015-01-09,29981.0
2015-01-10,29335.0
2015-01-11,20182.0
2015-01-12,34046.0
2015-01-13,35351.0
2015-01-14,35150.0
2015-01-15,34804.0
2015-01-16,34642.0
2015-01-17,27120.0
2015-01-18,23805.0
2015-01-19,35444.0
2015-01-20,36474.0
2015-01-21,36643.0
2015-01-22,36207.0
2015-01-23,36531.0
2015-01-24,28031.0
2015-01-25,24337.0
2015-01-26,35629.0
2015-01-27,35981.0
2015-01-28,35927.0
2015-01-29,35154.0
2015-01-30,34549.0
2015-01-31,26867.0
2015-02-01,28696.93990521868
2015-02-02,35395.0
2015-02-03,31951.0
2015-02-04,22741.0
2015-02-05,22385.0
2015-02-06,29697.0
2015-02-07,30754.0
2015-02-08,21286.0
2015-02-09,30171.0
2015-02-10,29551.0
2015-02-11,26617.0
2015-02-12,33940.0
2015-02-13,35318.0
2015-02-14,26977.0
2015-02-15,23560.0
2015-02-16,33135.0
2015-02-17,33989.0
2015-02-18,34834.0
2015-02-19,34485.0
2015-02-20,34663.0
2015-02-21,26445.0
2015-02-22,23343.0
2015-02-23,33902.0
2015-02-24,34669.0
2015-02-25,34500.0
2015-02-26,33654.0
2015-02-27,32832.0
2015-02-28,25767.0
2015-03-01,25305.0
2015-03-02,35765.0
2015-03-03,31813.0
2015-03-04,19775.0
2015-03-05,20162.0
2015-03-06,29921.0
2015-03-07,31163.0
2015-03-08,29064.0
2015-03-09,29367.0
2015-03-10,23691.0
2015-03-11,29981.0
2015-03-12,33483.0
2015-03-13,31546.0
2015-03-14,25498.0
2015-03-15,22391.0
2015-03-16,32532.0
2015-03-17,32840.0
2015-03-18,32600.0
2015-03-19,28673.0
2015-03-20,30454.0
2015-03-21,25372.0
2015-03-22,22005.0
2015-03-23,32470.0
2015-03-24,33045.0
2015-03-25,33112.0
2015-03-26,32876.0
2015-03-27,31759.0
2015-03-28,25043.0
2015-03-29,21317.0
2015-03-30,28604.0
2015-03-31,28694.0
2015-04-01,22929.0
2015-04-02,36527.0
2015-04-03,31946.0
2015-04-04,21031.0
2015-04-05,28645.0
2015-04-06,28384.0
