,Total_loads
,16
date,
2015-01-01,23118.0
2015-01-02,27320.0
2015-01-03,24770.0
2015-01-04,28105.0
2015-01-05,28696.93990521868
2015-01-06,30591.0
2015-01-07,36066.0
2015-01-08,27868.0
2015-01-09,33768.0
2015-01-10,29781.0
2015-01-11,23037.0
2015-01-12,32502.0
2015-01-13,33030.0
2015-01-14,33330.0
2015-01-15,33637.0
2015-01-16,33460.0
2015-01-17,29039.0
2015-01-18,28894.0
2015-01-19,35867.0
2015-01-20,36333.0
2015-01-21,36441.0
2015-01-22,35761.0
2015-01-23,34582.0
2015-01-24,29801.0
2015-01-25,27188.0
2015-01-26,34395.0
2015-01-27,34266.0
2015-01-28,33621.0
2015-01-29,34270.0
2015-01-30,33609.0
2015-01-31,28691.0
2015-02-01,28696.93990521868
2015-02-02,35839.0
2015-02-03,30718.0
2015-02-04,23776.0
2015-02-05,24441.0
2015-02-06,32238.0
2015-02-07,35207.0
2015-02-08,26493.0
2015-02-09,32749.0
2015-02-10,29423.0
2015-02-11,28057.0
2015-02-12,32510.0
2015-02-13,33032.0
2015-02-14,29272.0
2015-02-15,26551.0
2015-02-16,33039.0
2015-02-17,34032.0
2015-02-18,33850.0
2015-02-19,32595.0
2015-02-20,32546.0
2015-02-21,28642.0
2015-02-22,26170.0
2015-02-23,33156.0
2015-02-24,33377.0
2015-02-25,33139.0
2015-02-26,32443.0
2015-02-27,31216.0
2015-02-28,26919.0
2015-03-01,27840.0
2015-03-02,35800.0
2015-03-03,30427.0
2015-03-04,21270.0
2015-03-05,22925.0
2015-03-06,32537.0
2015-03-07,35759.0
2015-03-08,34694.0
2015-03-09,31649.0
2015-03-10,25074.0
2015-03-11,29825.0
2015-03-12,31926.0
2015-03-13,29677.0
2015-03-14,26540.0
2015-03-15,24863.0
2015-03-16,31176.0
2015-03-17,31859.0
2015-03-18,32687.0
2015-03-19,29651.0
2015-03-20,31354.0
2015-03-21,27849.0
2015-03-22,25788.0
2015-03-23,33059.0
2015-03-24,32963.0
2015-03-25,32532.0
2015-03-26,32085.0
2015-03-27,30578.0
2015-03-28,25411.0
2015-03-29,23759.0
2015-03-30,29104.0
2015-03-31,28914.0
2015-04-01,26254.0
2015-04-02,36600.0
2015-04-03,31013.0
2015-04-04,23077.0
2015-04-05,30092.0
2015-04-06,31441.0
2015-04-07,31148.0
2015-04-08,34511.0
2015-04-09,29974.0
2015-04-10,23297.0
2015-04-11,29587.0
2015-04-12,31330.0
2015-04-13,29015.0
2015-04-14,29754.0
2015-04-15,29854.0
2015-04-16,29423.0
2015-04-17,29017.0
2015-04-18,24876.0
2015-04-19,22848.0
2015-04-20,29039.0
2015-04-21,29235.0
2015-04-22,28879.0
2015-04-23,28293.0
2015-04-24,28781.0
2015-04-25,25036.0
2015-04-26,23383.0
2015-04-27,29279.0
2015-04-28,29047.0
2015-04-29,29319.0
2015-04-30,29540.0
2015-05-01,29336.0
2015-05-02,36100.0
2015-05-03,30902.0
2015-05-04,21584.0
2015-05-05,30002.0
2015-05-06,31921.0
2015-05-07,29630.0
2015-05-08,34828.0
2015-05-09,25436.0
2015-05-10,30278.0
2015-05-11,29338.0
2015-05-12,27231.0
2015-05-13,32098.0
2015-05-14,32995.0
2015-05-15,29336.0
2015-05-16,25408.0
2015-05-17,23761.0
2015-05-18,30809.0
2015-05-19,30315.0
2015-05-20,29353.0
2015-05-21,29169.0
2015-05-22,29183.0
2015-05-23,25264.0
2015-05-24,22869.0
2015-05-25,29436.0
2015-05-26,30156.0
2015-05-27,30569.0
2015-05-28,31293.0
2015-05-29,30309.0
2015-05-30,25798.0
2015-05-31,23630.0
2015-06-01,24346.0
2015-06-02,36058.0
2015-06-03,30315.0
2015-06-04,24680.0
2015-06-05,29812.0
2015-06-06,27558.0
2015-06-07,38365.0
2015-06-08,34863.0
2015-06-09,23160.0
2015-06-10,30249.0
2015-06-11,29143.0
2015-06-12,24997.0
2015-06-13,25516.0
2015-06-14,23241.0
2015-06-15,29571.0
2015-06-16,29552.0
2015-06-17,30260.0
2015-06-18,30924.0
2015-06-19,31332.0
2015-06-20,27598.0
2015-06-21,25424.0
2015-06-22,32880.0
2015-06-23,31886.0
2015-06-24,29555.0
2015-06-25,32844.0
2015-06-26,33455.0
2015-06-27,30161.0
2015-06-28,27968.0
2015-06-29,36518.0
2015-06-30,36446.0
2015-07-01,33804.0
2015-07-02,32346.0
2015-07-03,25770.0
2015-07-04,29115.0
2015-07-05,30027.0
2015-07-06,25393.0
2015-07-07,38963.0
2015-07-08,35154.0
2015-07-09,29668.0
2015-07-10,29403.0
2015-07-11,24602.0
2015-07-12,27610.0
2015-07-13,37374.0
2015-07-14,38098.0
2015-07-15,38233.0
2015-07-16,38177.0
2015-07-17,37573.0
2015-07-18,31653.0
2015-07-19,28769.0
2015-07-20,38446.0
2015-07-21,38816.0
2015-07-22,37575.0
2015-07-23,37957.0
2015-07-24,37151.0
2015-07-25,30129.0
2015-07-26,28410.0
2015-07-27,36527.0
2015-07-28,36802.0
2015-07-29,37546.0
2015-07-30,35268.0
2015-07-31,32820.0
2015-08-01,34025.0
2015-08-02,28520.0
2015-08-03,23671.0
2015-08-04,29695.0
2015-08-05,30170.0
2015-08-06,33179.0
2015-08-07,38485.0
2015-08-08,29032.0
2015-08-09,29361.0
2015-08-10,29019.0
2015-08-11,22796.0
2015-08-12,25612.0
2015-08-13,31814.0
2015-08-14,29413.0
2015-08-15,24339.0
2015-08-16,23721.0
2015-08-17,29752.0
2015-08-18,29500.0
2015-08-19,30089.0
2015-08-20,31662.0
2015-08-21,32227.0
2015-08-22,27438.0
2015-08-23,24858.0
2015-08-24,30073.0
2015-08-25,30723.0
2015-08-26,32223.0
2015-08-27,33027.0
2015-08-28,33199.0
2015-08-29,29232.0
2015-08-30,27480.0
2015-08-31,34796.0
2015-09-01,32994.0
2015-09-02,35730.0
2015-09-03,30075.0
2015-09-04,30188.0
2015-09-05,25760.0
2015-09-06,32962.0
2015-09-07,37135.0
2015-09-08,25779.0
2015-09-09,30529.0
2015-09-10,28212.0
2015-09-11,28527.0
2015-09-12,31934.0
2015-09-13,23610.0
2015-09-14,29741.0
2015-09-15,30377.0
2015-09-16,30724.0
2015-09-17,29691.0
2015-09-18,29470.0
2015-09-19,25248.0
2015-09-20,23439.0
2015-09-21,30434.0
2015-09-22,31127.0
2015-09-23,30413.0
2015-09-24,29813.0
2015-09-25,29743.0
2015-09-26,25288.0
2015-09-27,23248.0
2015-09-28,30006.0
2015-09-29,29678.0
2015-09-30,29505.0
2015-10-01,28309.0
2015-10-02,35695.0
2015-10-03,30098.0
2015-10-04,29401.0
2015-10-05,23720.0
